,Joined,Locus tag,Name
288,NZ_MTBH01000037.1_8531_9451,BV935_RS06745,type I pantothenate kinase
289,NZ_MTBH01000033.1_19646_20008,BV935_RS06425,pantetheine-phosphate adenylyltransferase
290,NZ_MTBH01000071.1_4741_5568,BV935_RS08465,dihydropteroate synthase
291,NZ_MTBH01000010.1_33751_34812,BV935_RS02865,3-dehydroquinate synthase
292,NZ_MTBH01000001.1_19584_20030,BV935_RS00115,type II 3-dehydroquinate dehydratase
293,NZ_MTBH01000066.1_5079_5693,BV935_RS08245,dethiobiotin synthase
294,NZ_MTBH01000021.1_16331_17329,BV935_RS04850,UDP-N-acetylmuramate dehydrogenase
295,NZ_MTBH01000066.1_7150_8046,BV935_RS08260,8-amino-7-oxononanoate synthase
296,NZ_MTBH01000017.1_4532_5209,BV935_RS04150,thiamine phosphate synthase
297,NZ_MTBH01000028.1_22713_23972,BV935_RS05870,adenosylmethionine--8-amino-7-oxononanoate transaminase
298,NZ_MTBH01000063.1_21_605,BV935_RS08115,FGGY family carbohydrate kinase
299,NZ_MTBH01000109.1_594_1268,BV935_RS09400,FGGY-family carbohydrate kinase
300,NZ_MTBH01000013.1_28740_29795,BV935_RS03570,histidinol-phosphate transaminase
301,NZ_MTBH01000001.1_71914_72753,BV935_RS00330,L-ribulose-5-phosphate 3-epimerase
302,NZ_MTBH01000028.1_19632_20480,BV935_RS05855,3-deoxy-8-phosphooctulonate synthase
303,NZ_MTBH01000038.1_5235_6473,BV935_RS06825,glutamate-5-semialdehyde dehydrogenase
304,NZ_MTBH01000002.1_62250_62789,BV935_RS00690,HAD family hydrolase
305,NZ_MTBH01000049.1_10182_10937,BV935_RS07550,3-deoxy-manno-octulosonate cytidylyltransferase
306,NZ_MTBH01000002.1_21831_23396,BV935_RS00510,ABC transporter substrate-binding protein
307,NZ_MTBH01000007.1_23116_24531,BV935_RS02075,uncharacterized gene
308,NZ_MTBH01000010.1_24312_25898,BV935_RS02805,ABC transporter substrate-binding protein
309,NZ_MTBH01000076.1_4883_6277,BV935_RS08635,signal peptide peptidase SppA
310,NZ_MTBH01000044.1_3522_4622,BV935_RS07205,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
311,NZ_MTBH01000017.1_3787_4515,BV935_RS04145,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
312,NZ_MTBH01000049.1_2077_2556,BV935_RS07520,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
313,NZ_MTBH01000021.1_19770_20123,BV935_RS04865,dihydroneopterin aldolase
314,NZ_MTBH01000020.1_14265_15650,BV935_RS04670,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
315,NZ_MTBH01000011.1_16924_17982,BV935_RS03080,anaerobic sulfatase maturase
316,NZ_MTBH01000026.1_3683_4678,BV935_RS05465,"selenide, water dikinase SelD"
317,NZ_MTBH01000001.1_35843_37237,BV935_RS00200,3-isopropylmalate dehydratase large subunit
318,NZ_MTBH01000001.1_37277_37873,BV935_RS00205,3-isopropylmalate dehydratase small subunit
319,NZ_MTBH01000001.1_35849_37243,BV935_RS00200,3-isopropylmalate dehydratase large subunit
320,NZ_MTBH01000041.1_3848_5188,BV935_RS07020,o-succinylbenzoate--CoA ligase
321,NZ_MTBH01000001.1_18547_19488,BV935_RS00110,o-succinylbenzoate synthase
322,NZ_MTBH01000004.1_6208_6738,BV935_RS01065,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
323,NZ_MTBH01000018.1_21900_23186,BV935_RS04395,phosphoribosylamine--glycine ligase
324,NZ_MTBH01000001.1_17612_18466,BV935_RS00105,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
325,NZ_MTBH01000013.1_29933_31009,BV935_RS03575,3-phosphoserine/phosphohydroxythreonine transaminase
326,NZ_MTBH01000006.1_55461_56270,BV935_RS01925,4-hydroxy-tetrahydrodipicolinate reductase
327,NZ_MTBH01000006.1_22955_23983,BV935_RS01755,phosphoribosylformylglycinamidine cyclo-ligase
328,NZ_MTBH01000006.1_22268_22891,BV935_RS01750,phosphoribosylglycinamide formyltransferase
329,NZ_MTBH01000002.1_15194_16015,BV935_RS00490,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
330,NZ_MTBH01000012.1_25721_27979,BV935_RS03340,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
331,NZ_MTBH01000017.1_2928_3710,BV935_RS04140,hydroxyethylthiazole kinase
332,NZ_MTBH01000029.1_2563_3024,BV935_RS05900,"6,7-dimethyl-8-ribityllumazine synthase"
333,NZ_MTBH01000042.1_10472_13771,BV935_RS07135,phosphoribosylformylglycinamidine synthase
334,NZ_MTBH01000065.1_4874_5584,BV935_RS08200,"UDP-2,3-diacylglucosamine diphosphatase"
335,NZ_MTBH01000039.1_5369_6721,BV935_RS06885,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
336,NZ_MTBH01000013.1_5390_6304,BV935_RS03445,UDP-3-O-acyl-N-acetylglucosamine deacetylase
337,NZ_MTBH01000012.1_2337_3206,BV935_RS03230,phosphoribosylaminoimidazolesuccinocarboxamide synthase
338,NZ_MTBH01000051.1_111_1217,BV935_RS07605,lipid-A-disaccharide synthase
339,NZ_MTBH01000049.1_9113_10105,BV935_RS07545,tetraacyldisaccharide 4'-kinase
340,NZ_MTBH01000054.1_8898_10178,BV935_RS07780,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
341,NZ_MTBH01000039.1_576_1613,BV935_RS06865,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
342,NZ_MTBH01000018.1_4651_5337,BV935_RS04315,"alpha-2,3-sialyltransferase"
343,NZ_MTBH01000003.1_37471_38391,BV935_RS00905,ADP-glyceromanno-heptose 6-epimerase
344,NZ_MTBH01000010.1_40956_41582,BV935_RS02905,glutathione S-transferase family protein
345,NZ_MTBH01000032.1_3813_4727,BV935_RS06225,endolytic transglycosylase MltG
346,NZ_MTBH01000024.1_23866_25044,BV935_RS05320,mannonate dehydratase
347,NZ_MTBH01000077.1_4615_5337,BV935_RS08660,phosphatase PAP2 family protein
348,NZ_MTBH01000039.1_4317_5354,BV935_RS06880,phospho-N-acetylmuramoyl-pentapeptide-transferase
349,NZ_MTBH01000023.1_6689_7342,BV935_RS05090,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
350,NZ_MTBH01000040.1_9929_10774,BV935_RS06985,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
351,NZ_MTBH01000009.1_39944_41803,BV935_RS02675,1-deoxy-D-xylulose-5-phosphate synthase
352,NZ_MTBH01000023.1_6207_6680,BV935_RS05085,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
353,NZ_MTBH01000029.1_11511_12926,BV935_RS05945,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE
354,NZ_MTBH01000015.1_19457_20032,BV935_RS03875,D-sedoheptulose 7-phosphate isomerase
355,NZ_MTBH01000101.1_93_626,BV935_RS09295,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
356,NZ_MTBH01000011.1_18969_20144,BV935_RS03090,1-deoxy-D-xylulose-5-phosphate reductoisomerase
357,NZ_MTBH01000036.1_8805_10169,BV935_RS06650,ammonia-forming nitrite reductase cytochrome c552 subunit
358,NZ_MTBH01000001.1_71222_71911,BV935_RS00325,L-ribulose-5-phosphate 4-epimerase
359,NZ_MTBH01000001.1_62171_63106,BV935_RS00285,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
360,NZ_MTBH01000008.1_29302_30018,BV935_RS02360,polyprenyl diphosphate synthase
361,NZ_MTBH01000001.1_70495_71169,BV935_RS00320,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
362,NZ_MTBH01000018.1_13220_14185,BV935_RS04360,octaprenyl diphosphate synthase
363,NZ_MTBH01000032.1_16670_17302,BV935_RS06295,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
364,NZ_MTBH01000002.1_1331_2284,BV935_RS00380,5-(carboxyamino)imidazole ribonucleotide synthase
365,NZ_MTBH01000002.1_741_1232,BV935_RS00375,5-(carboxyamino)imidazole ribonucleotide mutase
366,NZ_MTBH01000015.1_7984_9000,BV935_RS03810,type I glyceraldehyde-3-phosphate dehydrogenase
367,NZ_MTBH01000069.1_1722_3767,BV935_RS08380,iron ABC transporter permease
368,NZ_MTBH01000069.1_720_1664,BV935_RS08375,ferric ABC transporter ATP-binding protein
369,NZ_MTBH01000003.1_31784_33268,BV935_RS00885,D-xylose ABC transporter ATP-binding protein
370,NZ_MTBH01000011.1_37545_39062,BV935_RS03170,galactose/methyl galactoside ABC transporter ATP-binding protein MglA
371,NZ_MTBH01000021.1_22993_24684,BV935_RS04875,heme/hemopexin-binding protein HxuB
372,NZ_MTBH01000013.1_16083_17723,BV935_RS03515,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
373,NZ_MTBH01000027.1_6452_7231,BV935_RS05620,metal ABC transporter substrate-binding protein
374,NZ_MTBH01000004.1_34785_35459,BV935_RS01220,zinc ABC transporter ATP-binding protein ZnuC
375,NZ_MTBH01000027.1_6458_7273,BV935_RS05620,metal ABC transporter substrate-binding protein
376,NZ_MTBH01000060.1_3_2090,BV935_RS07970,heavy metal translocating P-type ATPase
377,NZ_MTBH01000071.1_5713_7548,BV935_RS08470,ATP-dependent zinc metalloprotease FtsH
378,NZ_MTBH01000015.1_17218_18525,BV935_RS03865,lysine/arginine/ornithine ABC transporter substrate-binding protein
379,NZ_MTBH01000015.1_18593_19321,BV935_RS03870,arginine ABC transporter ATP-binding protein ArtP
380,NZ_MTBH01000003.1_31766_33268,BV935_RS00885,D-xylose ABC transporter ATP-binding protein
381,NZ_MTBH01000069.1_711_1670,BV935_RS08375,ferric ABC transporter ATP-binding protein
382,NZ_MTBH01000060.1_3_2087,BV935_RS07970,heavy metal translocating P-type ATPase
383,NZ_MTBH01000003.1_33331_34248,BV935_RS00890,D-xylose ABC transporter substrate-binding protein
384,NZ_MTBH01000064.1_7470_8093,BV935_RS08180,molybdenum ABC transporter ATP-binding protein ModC
385,NZ_MTBH01000002.1_6322_7002,BV935_RS00415,DUF4198 domain-containing protein
386,NZ_MTBH01000015.1_22275_23876,BV935_RS03895,ABC transporter permease subunit
387,NZ_MTBH01000001.1_65010_66407,BV935_RS00300,thiamine/thiamine pyrophosphate ABC transporter permease
388,NZ_MTBH01000017.1_1312_2253,BV935_RS04130,ABC transporter substrate-binding protein
389,NZ_MTBH01000003.1_31775_33304,BV935_RS00885,D-xylose ABC transporter ATP-binding protein
390,NZ_MTBH01000013.1_36512_37801,BV935_RS03610,iron ABC transporter permease
391,NZ_MTBH01000049.1_7502_9079,BV935_RS07545,tetraacyldisaccharide 4'-kinase
392,NZ_MTBH01000090.1_621_1979,BV935_RS09040,electron transport complex subunit RsxC
393,NZ_MTBH01000014.1_27566_28759,BV935_RS03750,NCS2 family protein
394,NZ_MTBH01000003.1_27768_29162,BV935_RS00870,Na+/H+ antiporter NhaC
395,NZ_MTBH01000016.1_31239_32432,BV935_RS04115,anaerobic C4-dicarboxylate transporter
396,NZ_MTBH01000024.1_19422_20666,BV935_RS05305,TRAP transporter large permease
397,NZ_MTBH01000026.1_7376_8137,BV935_RS05490,threonine/serine exporter ThrE family protein
398,NZ_MTBH01000001.1_14739_16298,BV935_RS00080,murein biosynthesis integral membrane protein MurJ
399,NZ_MTBH01000031.1_7058_8089,BV935_RS06130,anaerobic C4-dicarboxylate transporter
400,NZ_MTBH01000105.1_770_2116,BV935_RS09355,glycerol-3-phosphate transporter
401,NZ_MTBH01000017.1_5178_6497,BV935_RS04155,MFS transporter
402,NZ_MTBH01000022.1_15530_16936,BV935_RS04975,anion permease
403,NZ_MTBH01000040.1_13955_15181,BV935_RS07005,sodium-coupled multidrug efflux MATE transporter HmrM
404,NZ_MTBH01000018.1_15064_16407,BV935_RS04370,sodium:alanine symporter family protein
405,NZ_MTBH01000065.1_5849_7336,BV935_RS08210,sodium-dependent transporter
406,NZ_MTBH01000016.1_31227_32435,BV935_RS04115,anaerobic C4-dicarboxylate transporter
407,NZ_MTBH01000009.1_20819_22315,BV935_RS02555,sodium/proline symporter PutP
408,NZ_MTBH01000012.1_19747_21720,BV935_RS03320,BCCT family transporter
409,NZ_MTBH01000012.1_16196_16642,BV935_RS03295,PTS glucose transporter subunit IIA
410,NZ_MTBH01000002.1_37038_39257,BV935_RS00585,class 1a ribonucleoside-diphosphate reductase subunit alpha
411,NZ_MTBH01000002.1_39766_40893,BV935_RS00595,class Ia ribonucleoside-diphosphate reductase subunit beta
412,NZ_MTBH01000010.1_7701_8987,BV935_RS02745,branched-chain amino acid transport system II carrier protein
413,NZ_MTBH01000013.1_19632_20576,BV935_RS03525,thioredoxin-disulfide reductase
414,NZ_MTBH01000027.1_11599_12699,BV935_RS05645,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
415,NZ_MTBH01000029.1_18341_19465,BV935_RS05965,sodium/glutamate symporter
416,NZ_MTBH01000046.1_3375_4724,BV935_RS07355,DASS family sodium-coupled anion symporter
417,NZ_MTBH01000004.1_25280_26500,BV935_RS01180,Na+/H+ antiporter family protein
418,NZ_MTBH01000008.1_5788_7290,BV935_RS02250,DHA2 family efflux MFS transporter permease subunit
419,NZ_MTBH01000060.1_2304_3548,BV935_RS07975,HAAAP family serine/threonine permease
420,NZ_MTBH01000017.1_18943_20133,BV935_RS04210,aromatic amino acid transporter
421,NZ_MTBH01000060.1_5145_6332,BV935_RS07985,tryptophan permease
422,NZ_MTBH01000005.1_9839_11146,BV935_RS01410,putrescine-ornithine antiporter
423,NZ_MTBH01000005.1_3509_4957,BV935_RS01370,YfcC family protein
424,NZ_MTBH01000009.1_31084_31983,BV935_RS09645,lysine exporter LysO family protein
425,NZ_MTBH01000030.1_8849_10342,BV935_RS06030,Na+/H+ antiporter NhaC family protein
426,NZ_MTBH01000001.1_22638_24074,BV935_RS00135,sodium/pantothenate symporter
427,NZ_MTBH01000001.1_20793_22145,BV935_RS00125,acetyl-CoA carboxylase biotin carboxylase subunit
428,NZ_MTBH01000070.1_2385_3170,BV935_RS08410,SDR family oxidoreductase
429,NZ_MTBH01000061.1_5533_6063,BV935_RS08050,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
430,NZ_MTBH01000045.1_768_1493,BV935_RS07255,3-oxoacyl-ACP reductase FabG
431,NZ_MTBH01000029.1_20893_22104,BV935_RS05980,beta-ketoacyl-ACP synthase I
432,NZ_MTBH01000045.1_2689_3636,BV935_RS07265,beta-ketoacyl-ACP synthase III
433,NZ_MTBH01000045.1_1516_2445,BV935_RS07260,ACP S-malonyltransferase
434,NZ_MTBH01000008.1_1684_4707,BV935_RS02240,efflux RND transporter permease subunit
435,NZ_MTBH01000022.1_15524_16912,BV935_RS04975,anion permease
436,NZ_MTBH01000010.1_26183_27487,BV935_RS02810,MDR family MFS transporter
437,NZ_MTBH01000100.1_3_971,BV935_RS09285,sugar transporter
438,NZ_MTBH01000003.1_43043_44005,BV935_RS00935,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF
439,NZ_MTBH01000069.1_807_1694,BV935_RS08375,ferric ABC transporter ATP-binding protein
440,NZ_MTBH01000003.1_50179_50928,BV935_RS00965,formate transporter FocA
441,NZ_MTBH01000012.1_14481_15983,BV935_RS03290,phosphoenolpyruvate-protein phosphotransferase PtsI
442,NZ_MTBH01000032.1_12777_14426,BV935_RS06280,fructose-specific PTS transporter subunit EIIC
443,NZ_MTBH01000052.1_7896_9458,BV935_RS07695,fumarate reductase (quinol) flavoprotein subunit
444,NZ_MTBH01000006.1_38509_40083,BV935_RS01825,solute:sodium symporter family transporter
445,NZ_MTBH01000001.1_75324_76592,BV935_RS00345,TRAP transporter large permease subunit
446,NZ_MTBH01000105.1_770_2113,BV935_RS09355,glycerol-3-phosphate transporter
447,NZ_MTBH01000043.1_11466_12248,BV935_RS07180,MIP/aquaporin family protein
448,NZ_MTBH01000026.1_1838_2560,BV935_RS05455,TSUP family transporter
449,NZ_MTBH01000008.1_18231_19850,BV935_RS02315,monovalent cation:proton antiporter-2 (CPA2) family protein
450,NZ_MTBH01000010.1_6318_7457,BV935_RS02740,Na+/H+ antiporter NhaA
451,NZ_MTBH01000019.1_16354_17892,BV935_RS04520,Na(+)/H(+) antiporter NhaB
452,NZ_MTBH01000037.1_3939_5312,BV935_RS06715,Trk system potassium transporter TrkA
453,NZ_MTBH01000106.1_348_1709,BV935_RS09365,TrkH family potassium uptake protein
454,NZ_MTBH01000100.1_6_1049,BV935_RS09285,sugar transporter
455,NZ_MTBH01000045.1_9904_11127,BV935_RS07305,NADH:ubiquinone reductase (Na(+)-transporting) subunit B
456,NZ_MTBH01000015.1_21058_22029,BV935_RS03885,peptide ABC transporter ATP-binding protein
457,NZ_MTBH01000003.1_21726_22439,BV935_RS00845,sulfate transporter CysZ
458,NZ_MTBH01000008.1_1690_4767,BV935_RS02240,efflux RND transporter permease subunit
459,NZ_MTBH01000040.1_13967_15181,BV935_RS07005,sodium-coupled multidrug efflux MATE transporter HmrM
460,NZ_MTBH01000024.1_1809_3407,BV935_RS05210,putative transporter
461,NZ_MTBH01000060.1_5121_6266,BV935_RS07985,tryptophan permease
462,NZ_MTBH01000065.1_5819_7315,BV935_RS08210,sodium-dependent transporter
463,NZ_MTBH01000081.1_3401_4732,BV935_RS08795,TIGR00366 family protein
464,NZ_MTBH01000042.1_1205_2452,BV935_RS07090,glycerol-3-phosphate dehydrogenase subunit GlpB
465,NZ_MTBH01000042.1_2590_3786,BV935_RS07095,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC
466,NZ_MTBH01000062.1_2103_2909,BV935_RS08075,acyl-CoA thioesterase II
467,NZ_MTBH01000001.1_67241_68239,BV935_RS00310,biotin synthase BioB
468,NZ_MTBH01000008.1_28421_29281,BV935_RS02355,phosphatidate cytidylyltransferase
469,NZ_MTBH01000019.1_14080_15444,BV935_RS04510,CDP-diacylglycerol--serine O-phosphatidyltransferase
470,NZ_MTBH01000078.1_2095_2649,BV935_RS08695,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
471,NZ_MTBH01000029.1_575_1063,BV935_RS05885,phosphatidylglycerophosphatase A
472,NZ_MTBH01000045.1_4710_5555,BV935_RS07280,archaetidylserine decarboxylase
473,NZ_MTBH01000020.1_27968_29968,BV935_RS04740,glycogen/starch/alpha-glucan phosphorylase
474,NZ_MTBH01000007.1_46915_49320,BV935_RS02175,molybdopterin-dependent oxidoreductase
475,NZ_MTBH01000095.1_1070_2401,BV935_RS09210,NAD(P)/FAD-dependent oxidoreductase
476,NZ_MTBH01000045.1_11866_12486,BV935_RS07315,NADH:ubiquinone reductase (Na(+)-transporting) subunit D
477,NZ_MTBH01000086.1_1872_2483,BV935_RS08960,electron transport complex subunit E
478,NZ_MTBH01000035.1_11412_11765,BV935_RS06585,diacylglycerol kinase
479,NZ_MTBH01000065.1_4075_4788,BV935_RS08195,1-acylglycerol-3-phosphate O-acyltransferase
480,NZ_MTBH01000040.1_11845_13020,BV935_RS06995,tyrosine--tRNA ligase
481,NZ_MTBH01000011.1_26465_29086,BV935_RS03125,alanine--tRNA ligase
482,NZ_MTBH01000030.1_13136_14866,BV935_RS06050,arginine--tRNA ligase
483,NZ_MTBH01000029.1_3251_4651,BV935_RS05905,asparagine--tRNA ligase
484,NZ_MTBH01000062.1_3876_5252,BV935_RS08085,cysteine--tRNA ligase
485,NZ_MTBH01000047.1_146_1777,BV935_RS07405,glutamine--tRNA ligase
486,NZ_MTBH01000008.1_37494_38399,BV935_RS02400,glycine--tRNA ligase subunit alpha
487,NZ_MTBH01000008.1_34730_36793,BV935_RS02385,glycine--tRNA ligase subunit beta
488,NZ_MTBH01000027.1_12715_13971,BV935_RS05650,histidine--tRNA ligase
489,NZ_MTBH01000001.1_10900_13713,BV935_RS00070,isoleucine--tRNA ligase
490,NZ_MTBH01000020.1_16664_18979,BV935_RS04685,phospholipase D-like domain-containing protein
491,NZ_MTBH01000008.1_30267_32855,BV935_RS02365,leucine--tRNA ligase
492,NZ_MTBH01000034.1_4616_6661,BV935_RS06450,methionine--tRNA ligase
493,NZ_MTBH01000006.1_53308_54294,BV935_RS01910,phenylalanine--tRNA ligase subunit alpha
494,NZ_MTBH01000006.1_50887_53271,BV935_RS01905,phenylalanine--tRNA ligase subunit beta
495,NZ_MTBH01000072.1_5_1603,BV935_RS08475,proline--tRNA ligase
496,NZ_MTBH01000026.1_4777_6060,BV935_RS05470,serine--tRNA ligase
497,NZ_MTBH01000006.1_9919_11844,BV935_RS01710,threonine--tRNA ligase
498,NZ_MTBH01000033.1_511_1506,BV935_RS06325,tryptophan--tRNA ligase
499,NZ_MTBH01000020.1_16100_18961,BV935_RS04680,valine--tRNA ligase
500,NZ_MTBH01000015.1_9194_10981,BV935_RS03815,long-chain fatty acid--CoA ligase
501,NZ_MTBH01000004.1_47515_48090,BV935_RS01290,aminoacyl-tRNA hydrolase
502,NZ_MTBH01000014.1_21367_22011,BV935_RS03710,(d)CMP kinase
503,NZ_MTBH01000022.1_21245_22213,BV935_RS05000,[citrate (pro-3S)-lyase] ligase
504,NZ_MTBH01000008.1_22916_23950,BV935_RS02335,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
505,NZ_MTBH01000036.1_15752_16444,BV935_RS06685,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
506,NZ_MTBH01000004.1_19591_21354,BV935_RS01145,aspartate--tRNA ligase
507,NZ_MTBH01000021.1_9940_11373,BV935_RS04810,glutamate--tRNA ligase
508,NZ_MTBH01000021.1_19110_19688,BV935_RS04860,glycerol-3-phosphate 1-O-acyltransferase PlsY
509,NZ_MTBH01000022.1_23654_24262,BV935_RS05010,lipoyl(octanoyl) transferase LipB
510,NZ_MTBH01000012.1_10893_11855,BV935_RS03265,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
511,NZ_MTBH01000003.1_44041_44997,BV935_RS00940,ABC transporter ATP-binding protein
512,NZ_MTBH01000047.1_6793_8598,BV935_RS07425,glycogen debranching protein GlgX
513,NZ_MTBH01000047.1_2606_4429,BV935_RS07415,4-alpha-glucanotransferase
514,NZ_MTBH01000076.1_2274_3149,BV935_RS08620,choline transport protein LicB
515,NZ_MTBH01000038.1_2415_3602,BV935_RS06810,Bcr/CflA family multidrug efflux MFS transporter
516,NZ_MTBH01000024.1_1809_3239,BV935_RS05210,putative transporter
517,NZ_MTBH01000008.1_1687_4725,BV935_RS02240,efflux RND transporter permease subunit
518,NZ_MTBH01000036.1_695_2212,BV935_RS06625,cytochrome ubiquinol oxidase subunit I
519,NZ_MTBH01000025.1_22593_23480,BV935_RS05420,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
520,NZ_MTBH01000020.1_23041_23646,BV935_RS04710,chalcone isomerase family protein
521,NZ_MTBH01000020.1_24572_25588,BV935_RS04720,quinone-dependent dihydroorotate dehydrogenase
522,NZ_MTBH01000052.1_7806_9458,BV935_RS07695,fumarate reductase (quinol) flavoprotein subunit
523,NZ_MTBH01000047.1_4481_6661,BV935_RS07420,"1,4-alpha-glucan branching protein GlgB"
524,NZ_MTBH01000047.1_10183_11610,BV935_RS07435,glycogen synthase GlgA
525,NZ_MTBH01000014.1_7589_9088,BV935_RS03655,lysine--tRNA ligase
526,NZ_MTBH01000012.1_3528_5222,BV935_RS03235,penicillin-binding protein 1B
527,NZ_MTBH01000019.1_28182_29969,BV935_RS04590,penicillin-binding protein 1A
528,NZ_MTBH01000039.1_8295_9917,BV935_RS06895,penicillin-binding transpeptidase domain-containing protein
529,NZ_MTBH01000004.1_7376_8233,BV935_RS01070,CNNM family magnesium/cobalt transport protein CorC
530,NZ_MTBH01000026.1_8278_9480,BV935_RS05495,HlyC/CorC family transporter
531,NZ_MTBH01000048.1_10485_11840,BV935_RS07495,L-seryl-tRNA(Sec) selenium transferase
532,NZ_MTBH01000006.1_17902_19434,BV935_RS01735,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
533,NZ_MTBH01000022.1_16941_18302,BV935_RS04980,triphosphoribosyl-dephospho-CoA synthase CitG
534,NZ_MTBH01000003.1_21729_22442,BV935_RS00845,sulfate transporter CysZ
535,NZ_MTBH01000008.1_5779_7278,BV935_RS02250,DHA2 family efflux MFS transporter permease subunit
536,NZ_MTBH01000014.1_32513_33898,BV935_RS03770,dihydrolipoyl dehydrogenase
537,NZ_MTBH01000021.1_461_2113,BV935_RS04750,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
538,NZ_MTBH01000021.1_2228_2968,BV935_RS04755,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
539,NZ_MTBH01000016.1_24420_26267,BV935_RS04085,sialic acid TRAP transporter substrate-binding protein SiaT
540,NZ_MTBH01000027.1_2427_3512,BV935_RS05600,porin
541,NZ_MTBH01000010.1_7701_9005,BV935_RS02745,branched-chain amino acid transport system II carrier protein
542,NZ_MTBH01000019.1_16354_17874,BV935_RS04520,Na(+)/H(+) antiporter NhaB
543,NZ_MTBH01000029.1_18293_19462,BV935_RS05965,sodium/glutamate symporter
544,NZ_MTBH01000030.1_8858_10357,BV935_RS06030,Na+/H+ antiporter NhaC family protein
545,NZ_MTBH01000006.1_41013_42053,BV935_RS01835,ACR3 family arsenite efflux transporter
546,NZ_MTBH01000006.1_24184_24915,BV935_RS01760,SDR family oxidoreductase
547,NZ_MTBH01000033.1_7413_9749,BV935_RS06375,trimethylamine-N-oxide reductase TorA
548,NZ_MTBH01000007.1_49331_49948,BV935_RS02180,dimethylsulfoxide reductase subunit B
549,NZ_MTBH01000007.1_49953_50789,BV935_RS02185,dimethyl sulfoxide reductase anchor subunit family protein
550,NZ_MTBH01000009.1_5627_6820,BV935_RS02485,cysteine desulfurase
551,NZ_MTBH01000050.1_1_1818,BV935_RS07560,anaerobic ribonucleoside-triphosphate reductase
552,NZ_MTBH01000017.1_20802_22178,BV935_RS04220,F0F1 ATP synthase subunit beta
