,Joined,Locus tag,Name
299,NZ_CP031237.1_1164411_1162951,DV365_RS05720,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
300,NZ_CP031237.1_1776912_1775998,DV365_RS08745,type I pantothenate kinase
301,NZ_CP031237.1_78358_77276,DV365_RS00405,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB
302,NZ_CP031237.1_1717397_1717864,DV365_RS08435,pantetheine-phosphate adenylyltransferase
303,NZ_CP031237.1_821861_822685,DV365_RS03980,dihydropteroate synthase
304,NZ_CP031237.1_350511_349450,DV365_RS01780,3-dehydroquinate synthase
305,NZ_CP031237.1_1351611_1351165,DV365_RS06585,type II 3-dehydroquinate dehydratase
306,NZ_CP031237.1_836461_837189,DV365_RS04075,dethiobiotin synthase
307,NZ_CP031237.1_980006_979392,DV365_RS04795,dethiobiotin synthase
308,NZ_CP031237.1_270567_269569,DV365_RS01430,UDP-N-acetylmuramate dehydrogenase
309,NZ_CP031237.1_1156627_1155233,DV365_RS05690,UDP-N-acetylmuramate--L-alanine ligase
310,NZ_CP031237.1_982576_981446,DV365_RS04810,8-amino-7-oxononanoate synthase
311,NZ_CP031237.1_133275_132598,DV365_RS00675,MFS transporter
312,NZ_CP031237.1_983865_982606,DV365_RS04815,adenosylmethionine--8-amino-7-oxononanoate transaminase
313,NZ_CP031237.1_1618571_1619992,DV365_RS07945,L-fuculokinase
314,NZ_CP031237.1_79525_78488,DV365_RS00410,histidinol-phosphate transaminase
315,NZ_CP031237.1_1127065_1128120,DV365_RS05550,histidinol-phosphate transaminase
316,NZ_CP031237.1_1271758_1272597,DV365_RS06235,L-ribulose-5-phosphate 3-epimerase
317,NZ_CP031237.1_986940_986092,DV365_RS04830,3-deoxy-8-phosphooctulonate synthase
318,NZ_CP031237.1_1367002_1365833,DV365_RS06675,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
319,NZ_CP031237.1_719658_718420,DV365_RS03510,glutamate-5-semialdehyde dehydrogenase
320,NZ_CP031237.1_660383_659844,DV365_RS03255,HAD family hydrolase
321,NZ_CP031237.1_513387_514142,DV365_RS02600,3-deoxy-manno-octulosonate cytidylyltransferase
322,NZ_CP031237.1_1480108_1478522,DV365_RS07200,ABC transporter substrate-binding protein
323,NZ_CP031237.1_1066903_1068468,DV365_RS05255,ABC transporter substrate-binding protein
324,NZ_CP031237.1_971768_970374,DV365_RS04750,signal peptide peptidase SppA
325,NZ_CP031237.1_1375775_1374675,DV365_RS06725,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
326,NZ_CP031237.1_134020_133292,DV365_RS00685,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
327,NZ_CP031237.1_505764_505285,DV365_RS02570,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
328,NZ_CP031237.1_273009_273362,DV365_RS01445,dihydroneopterin aldolase
329,NZ_CP031237.1_893091_891706,DV365_RS04435,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
330,NZ_CP031237.1_1524825_1525883,DV365_RS07440,anaerobic sulfatase maturase
331,NZ_CP031237.1_357400_356369,DV365_RS01820,"selenide, water dikinase SelD"
332,NZ_CP031237.1_1333335_1331935,DV365_RS06495,3-isopropylmalate dehydratase large subunit
333,NZ_CP031237.1_1331899_1331303,DV365_RS06490,3-isopropylmalate dehydratase small subunit
334,NZ_CP031237.1_1333326_1331932,DV365_RS06495,3-isopropylmalate dehydratase large subunit
335,NZ_CP031237.1_366108_364768,DV365_RS01850,o-succinylbenzoate--CoA ligase
336,NZ_CP031237.1_1352648_1351707,DV365_RS06590,o-succinylbenzoate synthase
337,NZ_CP031237.1_75053_74436,DV365_RS00385,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
338,NZ_CP031237.1_237564_237049,DV365_RS01240,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
339,NZ_CP031237.1_1443069_1441783,DV365_RS07045,phosphoribosylamine--glycine ligase
340,NZ_CP031237.1_1353583_1352729,DV365_RS06595,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
341,NZ_CP031237.1_1125856_1126932,DV365_RS05545,3-phosphoserine/phosphohydroxythreonine transaminase
342,NZ_CP031237.1_793567_794376,DV365_RS03845,4-hydroxy-tetrahydrodipicolinate reductase
343,NZ_CP031237.1_855249_856277,DV365_RS04180,phosphoribosylformylglycinamidine cyclo-ligase
344,NZ_CP031237.1_856341_856964,DV365_RS04185,phosphoribosylglycinamide formyltransferase
345,NZ_CP031237.1_1061086_1060265,DV365_RS05235,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
346,NZ_CP031237.1_634263_636521,DV365_RS03140,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
347,NZ_CP031237.1_134879_134097,DV365_RS00690,hydroxyethylthiazole kinase
348,NZ_CP031237.1_790469_790930,DV365_RS03820,"6,7-dimethyl-8-ribityllumazine synthase"
349,NZ_CP031237.1_1566332_1562442,DV365_RS07720,phosphoribosylformylglycinamidine synthase
350,NZ_CP031237.1_1589100_1588390,DV365_RS07815,"UDP-2,3-diacylglucosamine diphosphatase"
351,NZ_CP031237.1_75841_75074,DV365_RS00390,imidazole glycerol phosphate synthase subunit HisF
352,NZ_CP031237.1_1162931_1161579,DV365_RS05715,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
353,NZ_CP031237.1_1150778_1149864,DV365_RS05665,UDP-3-O-acyl-N-acetylglucosamine deacetylase
354,NZ_CP031237.1_612181_611312,DV365_RS03030,phosphoribosylaminoimidazolesuccinocarboxamide synthase
355,NZ_CP031237.1_1237545_1238651,DV365_RS06075,lipid-A-disaccharide synthase
356,NZ_CP031237.1_76560_75826,DV365_RS00390,imidazole glycerol phosphate synthase subunit HisF
357,NZ_CP031237.1_512318_513313,DV365_RS02595,tetraacyldisaccharide 4'-kinase
358,NZ_CP031237.1_1716117_1717397,DV365_RS08430,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
359,NZ_CP031237.1_1157838_1156786,DV365_RS05695,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
360,NZ_CP031237.1_192730_193428,DV365_RS01000,"alpha-2,3-sialyltransferase"
361,NZ_CP031237.1_1182348_1183268,DV365_RS05810,ADP-glyceromanno-heptose 6-epimerase
362,NZ_CP031237.1_454797_454171,DV365_RS02320,glutathione S-transferase family protein
363,NZ_CP031237.1_93665_94579,DV365_RS00475,endolytic transglycosylase MltG
364,NZ_CP031237.1_518175_516997,DV365_RS02615,mannonate dehydratase
365,NZ_CP031237.1_346785_347507,DV365_RS01770,phosphatase PAP2 family protein
366,NZ_CP031237.1_1161564_1160527,DV365_RS05710,phospho-N-acetylmuramoyl-pentapeptide-transferase
367,NZ_CP031237.1_1697269_1697922,DV365_RS08325,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
368,NZ_CP031237.1_1031382_1032215,DV365_RS05055,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
369,NZ_CP031237.1_842644_840785,DV365_RS04105,1-deoxy-D-xylulose-5-phosphate synthase
370,NZ_CP031237.1_1697931_1698404,DV365_RS08330,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
371,NZ_CP031237.1_955344_953917,DV365_RS04685,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE
372,NZ_CP031237.1_1116348_1116923,DV365_RS05480,D-sedoheptulose 7-phosphate isomerase
373,NZ_CP031237.1_1607691_1607158,DV365_RS07895,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
374,NZ_CP031237.1_1522663_1523838,DV365_RS07430,1-deoxy-D-xylulose-5-phosphate reductoisomerase
375,NZ_CP031237.1_1229745_1231109,DV365_RS06035,ammonia-forming nitrite reductase cytochrome c552 subunit
376,NZ_CP031237.1_1272600_1273289,DV365_RS06240,L-ribulose-5-phosphate 4-epimerase
377,NZ_CP031237.1_1308457_1307522,DV365_RS06410,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
378,NZ_CP031237.1_1407760_1408476,DV365_RS06890,polyprenyl diphosphate synthase
379,NZ_CP031237.1_1273342_1274016,DV365_RS06245,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
380,NZ_CP031237.1_1451699_1450734,DV365_RS07080,octaprenyl diphosphate synthase
381,NZ_CP031237.1_1552424_1551792,DV365_RS07650,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
382,NZ_CP031237.1_1048068_1049024,DV365_RS05130,5-(carboxyamino)imidazole ribonucleotide synthase
383,NZ_CP031237.1_1047477_1047968,DV365_RS05125,5-(carboxyamino)imidazole ribonucleotide mutase
384,NZ_CP031237.1_428036_430081,DV365_RS02185,iron ABC transporter permease
385,NZ_CP031237.1_576653_575637,DV365_RS02900,type I glyceraldehyde-3-phosphate dehydrogenase
386,NZ_CP031237.1_1505245_1503728,DV365_RS07350,galactose/methyl galactoside ABC transporter ATP-binding protein MglA
387,NZ_CP031237.1_1187471_1188967,DV365_RS05830,D-xylose ABC transporter ATP-binding protein
388,NZ_CP031237.1_54244_52766,DV365_RS00260,ribose ABC transporter ATP-binding protein RbsA
389,NZ_CP031237.1_277917_276226,DV365_RS01455,heme/hemopexin-binding protein HxuB
390,NZ_CP031237.1_1138439_1140082,DV365_RS05595,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
391,NZ_CP031237.1_185549_186328,DV365_RS00960,metal ABC transporter substrate-binding protein
392,NZ_CP031237.1_819842_821710,DV365_RS03975,ATP-dependent zinc metalloprotease FtsH
393,NZ_CP031237.1_244550_246691,DV365_RS01295,heavy metal translocating P-type ATPase
394,NZ_CP031237.1_185507_186322,DV365_RS00960,metal ABC transporter substrate-binding protein
395,NZ_CP031237.1_143032_143706,DV365_RS00725,zinc ABC transporter ATP-binding protein ZnuC
396,NZ_CP031237.1_440054_438996,DV365_RS02245,zinc ABC transporter substrate-binding protein ZnuA
397,NZ_CP031237.1_1117059_1117787,DV365_RS05485,arginine ABC transporter ATP-binding protein ArtP
398,NZ_CP031237.1_1187471_1188973,DV365_RS05830,D-xylose ABC transporter ATP-binding protein
399,NZ_CP031237.1_244547_246688,DV365_RS01295,heavy metal translocating P-type ATPase
400,NZ_CP031237.1_1186491_1187408,DV365_RS05825,D-xylose ABC transporter substrate-binding protein
401,NZ_CP031237.1_645925_646602,DV365_RS03195,molybdenum ABC transporter ATP-binding protein ModC
402,NZ_CP031237.1_1053732_1053052,DV365_RS05165,DUF4198 domain-containing protein
403,NZ_CP031237.1_1112503_1114104,DV365_RS05465,dipeptide ABC transporter ATP-binding protein
404,NZ_CP031237.1_190612_189671,DV365_RS00985,ABC transporter substrate-binding protein
405,NZ_CP031237.1_1279502_1278105,DV365_RS06265,thiamine/thiamine pyrophosphate ABC transporter permease
406,NZ_CP031237.1_54256_52781,DV365_RS00260,ribose ABC transporter ATP-binding protein RbsA
407,NZ_CP031237.1_1117092_1117805,DV365_RS05490,lysine/arginine/ornithine ABC transporter substrate-binding protein
408,NZ_CP031237.1_1494256_1495905,DV365_RS07290,fumarate reductase (quinol) flavoprotein subunit
409,NZ_CP031237.1_654064_652697,DV365_RS03225,electron transport complex subunit RsxC
410,NZ_CP031237.1_469215_467698,DV365_RS02380,heme ABC transporter ATP-binding protein FbpC
411,NZ_CP031237.1_702974_701781,DV365_RS03455,NCS2 family protein
412,NZ_CP031237.1_432575_431250,DV365_RS02195,NCS2 family permease
413,NZ_CP031237.1_975248_974016,DV365_RS04770,serine/threonine transporter SstT
414,NZ_CP031237.1_402780_403973,DV365_RS02060,anaerobic C4-dicarboxylate transporter
415,NZ_CP031237.1_458271_457510,DV365_RS02340,threonine/serine exporter ThrE family protein
416,NZ_CP031237.1_1191578_1192972,DV365_RS05850,XylR family transcriptional regulator
417,NZ_CP031237.1_410791_408944,DV365_RS02090,sialic acid TRAP transporter substrate-binding protein SiaT
418,NZ_CP031237.1_1354897_1356456,DV365_RS06620,murein biosynthesis integral membrane protein MurJ
419,NZ_CP031237.1_1574688_1573663,DV365_RS07755,anaerobic C4-dicarboxylate transporter
420,NZ_CP031237.1_1683503_1682157,DV365_RS08255,glycerol-3-phosphate transporter
421,NZ_CP031237.1_132650_131310,DV365_RS00675,MFS transporter
422,NZ_CP031237.1_1036757_1035387,DV365_RS05075,sodium-coupled multidrug efflux MATE transporter HmrM
423,NZ_CP031237.1_553959_555365,DV365_RS02800,anion permease
424,NZ_CP031237.1_1586637_1588124,DV365_RS07805,sodium-dependent transporter
425,NZ_CP031237.1_1448511_1449854,DV365_RS07070,sodium:alanine symporter family protein
426,NZ_CP031237.1_376315_374969,DV365_RS01910,sodium:alanine symporter family protein
427,NZ_CP031237.1_402777_403985,DV365_RS02060,anaerobic C4-dicarboxylate transporter
428,NZ_CP031237.1_941222_942718,DV365_RS04620,sodium/proline symporter PutP
429,NZ_CP031237.1_628289_630262,DV365_RS03120,BCCT family transporter
430,NZ_CP031237.1_624563_625009,DV365_RS03095,PTS glucose transporter subunit IIA
431,NZ_CP031237.1_683787_681568,DV365_RS03350,class 1a ribonucleoside-diphosphate reductase subunit alpha
432,NZ_CP031237.1_681384_680257,DV365_RS03345,class Ia ribonucleoside-diphosphate reductase subunit beta
433,NZ_CP031237.1_319756_318470,DV365_RS01665,branched-chain amino acid transport system II carrier protein
434,NZ_CP031237.1_1135585_1136523,DV365_RS05585,thioredoxin-disulfide reductase
435,NZ_CP031237.1_181173_180073,DV365_RS00935,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
436,NZ_CP031237.1_1625324_1623975,DV365_RS07980,DASS family sodium-coupled anion symporter
437,NZ_CP031237.1_960759_961883,DV365_RS04705,sodium/glutamate symporter
438,NZ_CP031237.1_1430470_1431972,DV365_RS07000,DHA2 family efflux MFS transporter permease subunit
439,NZ_CP031237.1_219215_217995,DV365_RS01135,Na+/H+ antiporter family protein
440,NZ_CP031237.1_246905_248149,DV365_RS01300,HAAAP family serine/threonine permease
441,NZ_CP031237.1_250921_249728,DV365_RS01310,tryptophan permease
442,NZ_CP031237.1_74133_72943,DV365_RS00375,aromatic amino acid transporter
443,NZ_CP031237.1_1750791_1749484,DV365_RS08610,putrescine-ornithine antiporter
444,NZ_CP031237.1_1755984_1754536,DV365_RS08635,YfcC family protein
445,NZ_CP031237.1_1012658_1011165,DV365_RS04960,Na+/H+ antiporter NhaC family protein
446,NZ_CP031237.1_1345978_1344542,DV365_RS06555,sodium/pantothenate symporter
447,NZ_CP031237.1_1350404_1349052,DV365_RS06575,acetyl-CoA carboxylase biotin carboxylase subunit
448,NZ_CP031237.1_594703_595488,DV365_RS02990,SDR family oxidoreductase
449,NZ_CP031237.1_813771_814301,DV365_RS03930,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
450,NZ_CP031237.1_401252_401977,DV365_RS02050,3-oxoacyl-ACP reductase FabG
451,NZ_CP031237.1_398721_399668,DV365_RS02030,beta-ketoacyl-ACP synthase III
452,NZ_CP031237.1_964525_963314,DV365_RS04720,beta-ketoacyl-ACP synthase I
453,NZ_CP031237.1_400297_401226,DV365_RS02045,ACP S-malonyltransferase
454,NZ_CP031237.1_1436076_1433053,DV365_RS07010,efflux RND transporter permease subunit
455,NZ_CP031237.1_553983_555371,DV365_RS02800,anion permease
456,NZ_CP031237.1_424214_423045,DV365_RS02160,sugar transporter
457,NZ_CP031237.1_1481700_1480396,DV365_RS07205,MDR family MFS transporter
458,NZ_CP031237.1_1680636_1679854,DV365_RS08245,MIP/aquaporin family protein
459,NZ_CP031237.1_1176733_1177695,DV365_RS05780,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF
460,NZ_CP031237.1_378023_378772,DV365_RS01920,formate transporter FocA
461,NZ_CP031237.1_102643_104295,DV365_RS00530,fructose-specific PTS transporter subunit EIIC
462,NZ_CP031237.1_622848_624407,DV365_RS03090,phosphoenolpyruvate-protein phosphotransferase PtsI
463,NZ_CP031237.1_1494346_1495908,DV365_RS07290,fumarate reductase (quinol) flavoprotein subunit
464,NZ_CP031237.1_800002_801570,DV365_RS03880,solute:sodium symporter family transporter
465,NZ_CP031237.1_1267919_1269187,DV365_RS06220,TRAP transporter large permease subunit
466,NZ_CP031237.1_1683503_1682160,DV365_RS08255,glycerol-3-phosphate transporter
467,NZ_CP031237.1_359282_358524,DV365_RS01830,TSUP family transporter
468,NZ_CP031237.1_1771416_1772789,DV365_RS08715,Trk system potassium transporter TrkA
469,NZ_CP031237.1_123018_121480,DV365_RS00630,Na(+)/H(+) antiporter NhaB
470,NZ_CP031237.1_1641805_1640444,DV365_RS08055,TrkH family potassium uptake protein
471,NZ_CP031237.1_319999_321138,DV365_RS01670,Na+/H+ antiporter NhaA
472,NZ_CP031237.1_1419535_1417916,DV365_RS06935,monovalent cation:proton antiporter-2 (CPA2) family protein
473,NZ_CP031237.1_424211_423045,DV365_RS02160,sugar transporter
474,NZ_CP031237.1_389234_388020,DV365_RS01970,NADH:ubiquinone reductase (Na(+)-transporting) subunit F
475,NZ_CP031237.1_1114350_1115321,DV365_RS05475,DNA ligase
476,NZ_CP031237.1_1036757_1035399,DV365_RS05075,sodium-coupled multidrug efflux MATE transporter HmrM
477,NZ_CP031237.1_1436070_1432993,DV365_RS07010,efflux RND transporter permease subunit
478,NZ_CP031237.1_1198781_1198065,DV365_RS05870,sulfate transporter CysZ
479,NZ_CP031237.1_538640_540238,DV365_RS02725,putative transporter
480,NZ_CP031237.1_250849_249704,DV365_RS01310,tryptophan permease
481,NZ_CP031237.1_1586658_1588154,DV365_RS07805,sodium-dependent transporter
482,NZ_CP031237.1_1544241_1545572,DV365_RS07610,TIGR00366 family protein
483,NZ_CP031237.1_1683842_1685428,DV365_RS08260,anaerobic glycerol-3-phosphate dehydrogenase subunit A
484,NZ_CP031237.1_1685478_1686764,DV365_RS08265,glycerol-3-phosphate dehydrogenase subunit GlpB
485,NZ_CP031237.1_1686863_1688059,DV365_RS08270,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC
486,NZ_CP031237.1_490826_490020,DV365_RS02510,acyl-CoA thioesterase II
487,NZ_CP031237.1_1277271_1276273,DV365_RS06255,biotin synthase BioB
488,NZ_CP031237.1_18925_19932,DV365_RS00115,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
489,NZ_CP031237.1_1408497_1409357,DV365_RS06895,phosphatidate cytidylyltransferase
490,NZ_CP031237.1_125293_123929,DV365_RS00640,CDP-diacylglycerol--serine O-phosphatidyltransferase
491,NZ_CP031237.1_434452_433898,DV365_RS02220,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
492,NZ_CP031237.1_792430_792918,DV365_RS03835,phosphatidylglycerophosphatase A
493,NZ_CP031237.1_397647_396802,DV365_RS02015,archaetidylserine decarboxylase
494,NZ_CP031237.1_390491_389871,DV365_RS01980,NADH:ubiquinone reductase (Na(+)-transporting) subunit D
495,NZ_CP031237.1_649815_649204,DV365_RS03210,electron transport complex subunit E
496,NZ_CP031237.1_1249872_1252274,DV365_RS06125,molybdopterin-dependent oxidoreductase
497,NZ_CP031237.1_1573390_1572059,DV365_RS07750,NAD(P)/FAD-dependent oxidoreductase
498,NZ_CP031237.1_209186_208833,DV365_RS01085,diacylglycerol kinase
499,NZ_CP031237.1_1589246_1589899,DV365_RS07820,1-acylglycerol-3-phosphate O-acyltransferase
500,NZ_CP031237.1_1034454_1033279,DV365_RS05065,tyrosine--tRNA ligase
501,NZ_CP031237.1_1513706_1516327,DV365_RS07395,alanine--tRNA ligase
502,NZ_CP031237.1_1006632_1008362,DV365_RS04940,arginine--tRNA ligase
503,NZ_CP031237.1_790243_788843,DV365_RS03815,asparagine--tRNA ligase
504,NZ_CP031237.1_488470_489846,DV365_RS02505,cysteine--tRNA ligase
505,NZ_CP031237.1_939157_937526,DV365_RS04610,glutamine--tRNA ligase
506,NZ_CP031237.1_1393546_1394451,DV365_RS06810,glycine--tRNA ligase subunit alpha
507,NZ_CP031237.1_1395507_1397570,DV365_RS06825,glycine--tRNA ligase subunit beta
508,NZ_CP031237.1_180057_178852,DV365_RS00930,histidine--tRNA ligase
509,NZ_CP031237.1_1357482_1360295,DV365_RS06630,isoleucine--tRNA ligase
510,NZ_CP031237.1_888387_890711,DV365_RS04425,valine--tRNA ligase
511,NZ_CP031237.1_1407511_1404932,DV365_RS06885,leucine--tRNA ligase
512,NZ_CP031237.1_759527_757482,DV365_RS03670,methionine--tRNA ligase
513,NZ_CP031237.1_795557_796543,DV365_RS03860,phenylalanine--tRNA ligase subunit alpha
514,NZ_CP031237.1_796580_798964,DV365_RS03865,phenylalanine--tRNA ligase subunit beta
515,NZ_CP031237.1_1595593_1593899,DV365_RS07835,proline--tRNA ligase
516,NZ_CP031237.1_456423_455140,DV365_RS02325,serine--tRNA ligase
517,NZ_CP031237.1_924574_922649,DV365_RS04560,threonine--tRNA ligase
518,NZ_CP031237.1_1730591_1731586,DV365_RS08520,tryptophan--tRNA ligase
519,NZ_CP031237.1_888414_891275,DV365_RS04425,valine--tRNA ligase
520,NZ_CP031237.1_313936_312806,DV365_RS01630,tRNA guanosine(34) transglycosylase Tgt
521,NZ_CP031237.1_244520_246682,DV365_RS01295,heavy metal translocating P-type ATPase
522,NZ_CP031237.1_575443_573656,DV365_RS02895,long-chain fatty acid--CoA ligase
523,NZ_CP031237.1_155777_156352,DV365_RS00795,aminoacyl-tRNA hydrolase
524,NZ_CP031237.1_695584_696228,DV365_RS03415,(d)CMP kinase
525,NZ_CP031237.1_548682_549650,DV365_RS02775,[citrate (pro-3S)-lyase] ligase
526,NZ_CP031237.1_1413816_1414850,DV365_RS06920,translation elongation factor Ts
527,NZ_CP031237.1_1236693_1237478,DV365_RS06070,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
528,NZ_CP031237.1_222417_224180,DV365_RS01160,aspartate--tRNA ligase
529,NZ_CP031237.1_263179_264612,DV365_RS01390,glutamate--tRNA ligase
530,NZ_CP031237.1_1569619_1571964,DV365_RS07745,glycerol-3-phosphate 1-O-acyltransferase PlsB
531,NZ_CP031237.1_272926_272348,DV365_RS01440,glycerol-3-phosphate 1-O-acyltransferase PlsY
532,NZ_CP031237.1_546759_547367,DV365_RS02765,lipoyl(octanoyl) transferase LipB
533,NZ_CP031237.1_619155_620117,DV365_RS03060,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
534,NZ_CP031237.1_1175741_1176682,DV365_RS05775,ABC transporter ATP-binding protein
535,NZ_CP031237.1_936697_934874,DV365_RS04600,4-alpha-glucanotransferase
536,NZ_CP031237.1_1044839_1042449,DV365_RS05100,fimbria/pilus outer membrane usher protein
537,NZ_CP031237.1_967765_968640,DV365_RS04735,choline transport protein LicB
538,NZ_CP031237.1_538808_540238,DV365_RS02725,putative transporter
539,NZ_CP031237.1_1436073_1433035,DV365_RS07010,efflux RND transporter permease subunit
540,NZ_CP031237.1_722475_721327,DV365_RS03525,Bcr/CflA family multidrug efflux MFS transporter
541,NZ_CP031237.1_1221643_1223160,DV365_RS06010,cytochrome ubiquinol oxidase subunit I
542,NZ_CP031237.1_46589_47476,DV365_RS00225,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
543,NZ_CP031237.1_884701_884096,DV365_RS04390,chalcone isomerase family protein
544,NZ_CP031237.1_882151_883167,DV365_RS04380,quinone-dependent dihydroorotate dehydrogenase
545,NZ_CP031237.1_1494256_1495908,DV365_RS07290,fumarate reductase (quinol) flavoprotein subunit
546,NZ_CP031237.1_1086009_1087508,DV365_RS05330,lysine--tRNA ligase
547,NZ_CP031237.1_111994_109403,DV365_RS00565,penicillin-binding protein 1A
548,NZ_CP031237.1_541286_543130,DV365_RS02740,penicillin-binding protein 2
549,NZ_CP031237.1_1166127_1164505,DV365_RS05725,penicillin-binding transpeptidase domain-containing protein
550,NZ_CP031237.1_614183_612546,DV365_RS03035,penicillin-binding protein 1B
551,NZ_CP031237.1_1263486_1262542,DV365_RS06190,magnesium/cobalt transporter CorA
552,NZ_CP031237.1_236398_235541,DV365_RS01235,CNNM family magnesium/cobalt transport protein CorC
553,NZ_CP031237.1_1657277_1655922,DV365_RS08140,L-seryl-tRNA(Sec) selenium transferase
554,NZ_CP031237.1_932174_930642,DV365_RS04585,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
555,NZ_CP031237.1_552593_553954,DV365_RS02795,triphosphoribosyl-dephospho-CoA synthase CitG
556,NZ_CP031237.1_1430482_1431981,DV365_RS07000,DHA2 family efflux MFS transporter permease subunit
557,NZ_CP031237.1_708098_706713,DV365_RS03475,dihydrolipoyl dehydrogenase
558,NZ_CP031237.1_253696_255348,DV365_RS01330,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
559,NZ_CP031237.1_255464_256204,DV365_RS01335,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
560,NZ_CP031237.1_54677_54261,DV365_RS00265,D-ribose pyranase
561,NZ_CP031237.1_419216_418128,DV365_RS02130,porin
562,NZ_CP031237.1_123018_121498,DV365_RS00630,Na(+)/H(+) antiporter NhaB
563,NZ_CP031237.1_1012649_1011150,DV365_RS04960,Na+/H+ antiporter NhaC family protein
564,NZ_CP031237.1_376222_374948,DV365_RS01910,sodium:alanine symporter family protein
565,NZ_CP031237.1_960711_961880,DV365_RS04705,sodium/glutamate symporter
566,NZ_CP031237.1_964686_966683,DV365_RS04725,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
567,NZ_CP031237.1_855048_854317,DV365_RS04175,SDR family oxidoreductase
568,NZ_CP031237.1_1252285_1252902,DV365_RS06130,dimethylsulfoxide reductase subunit B
569,NZ_CP031237.1_1252907_1253743,DV365_RS06135,dimethyl sulfoxide reductase anchor subunit family protein
570,NZ_CP031237.1_782798_781605,DV365_RS03780,cysteine desulfurase
571,NZ_CP031237.1_1620475_1621110,DV365_RS07955,L-fuculose-phosphate aldolase
572,NZ_CP031237.1_493110_490990,DV365_RS02515,anaerobic ribonucleoside-triphosphate reductase
573,NZ_CP031237.1_70899_72275,DV365_RS00365,F0F1 ATP synthase subunit beta
