,Joined,Locus tag,Name
307,NC_22356.1_1731104_1732414,HIFGL_RS08285,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
308,NC_22356.1_1045434_1046564,HIFGL_RS05100,8-amino-7-oxononanoate synthase
309,NC_22356.1_125615_126292,HIFGL_RS00610,thiamine phosphate synthase
310,NC_22356.1_1044145_1045404,HIFGL_RS05095,adenosylmethionine--8-amino-7-oxononanoate transaminase
311,NC_22356.1_1646031_1647452,HIFGL_RS07865,L-fuculokinase
312,NC_22356.1_1485930_1486985,HIFGL_RS07140,histidinol-phosphate transaminase
313,NC_22356.1_1041065_1041913,HIFGL_RS05080,3-deoxy-8-phosphooctulonate synthase
314,NC_22356.1_583789_584958,HIFGL_RS02895,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
315,NC_22356.1_951265_952503,HIFGL_RS04645,glutamate-5-semialdehyde dehydrogenase
316,NC_22356.1_1360825_1361364,HIFGL_RS06560,HAD family hydrolase
317,NC_22356.1_1587857_1588612,HIFGL_RS07630,3-deoxy-manno-octulosonate cytidylyltransferase
318,NC_22356.1_1693710_1695296,HIFGL_RS08085,ABC transporter substrate-binding protein
319,NC_22356.1_1320720_1322285,HIFGL_RS06390,ABC transporter substrate-binding protein
320,NC_22356.1_688972_690456,HIFGL_RS03350,uncharacterized gene
321,NC_22356.1_1056248_1057642,HIFGL_RS05160,signal peptide peptidase SppA
322,NC_22356.1_575632_576732,HIFGL_RS02855,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
323,NC_22356.1_124867_125601,HIFGL_RS00605,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
324,NC_22356.1_1596236_1596715,HIFGL_RS07660,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
325,NC_22356.1_5270_5623,HIFGL_RS00035,dihydroneopterin aldolase
326,NC_22356.1_1152159_1153544,HIFGL_RS05565,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
327,NC_22356.1_479071_480129,HIFGL_RS02405,anaerobic sulfatase maturase
328,NC_22356.1_885661_886656,HIFGL_RS04360,"selenide, water dikinase SelD"
329,NC_22356.1_617838_619232,HIFGL_RS03075,3-isopropylmalate dehydratase large subunit
330,NC_22356.1_619272_619868,HIFGL_RS03080,3-isopropylmalate dehydratase small subunit
331,NC_22356.1_617844_619238,HIFGL_RS03075,3-isopropylmalate dehydratase large subunit
332,NC_22356.1_876981_878321,HIFGL_RS04330,o-succinylbenzoate--CoA ligase
333,NC_22356.1_598143_599084,HIFGL_RS02975,o-succinylbenzoate synthase
334,NC_22356.1_1825830_1826360,HIFGL_RS08800,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
335,NC_22356.1_92071_93357,HIFGL_RS00435,phosphoribosylamine--glycine ligase
336,NC_22356.1_597208_598062,HIFGL_RS02970,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
337,NC_22356.1_1484719_1485795,HIFGL_RS07135,3-phosphoserine/phosphohydroxythreonine transaminase
338,NC_22356.1_1085704_1086513,HIFGL_RS05290,4-hydroxy-tetrahydrodipicolinate reductase
339,NC_22356.1_1108223_1109251,HIFGL_RS05395,phosphoribosylformylglycinamidine cyclo-ligase
340,NC_22356.1_1109315_1109938,HIFGL_RS05400,phosphoribosylglycinamide formyltransferase
341,NC_22356.1_1314083_1314904,HIFGL_RS06370,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
342,NC_22356.1_1389940_1392198,HIFGL_RS06725,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
343,NC_22356.1_124011_124793,HIFGL_RS00600,hydroxyethylthiazole kinase
344,NC_22356.1_1082606_1083067,HIFGL_RS05265,"6,7-dimethyl-8-ribityllumazine synthase"
345,NC_22356.1_425533_429423,HIFGL_RS02055,phosphoribosylformylglycinamidine synthase
346,NC_22356.1_165887_166597,HIFGL_RS00800,"UDP-2,3-diacylglucosamine diphosphatase"
347,NC_22356.1_1521089_1522441,HIFGL_RS07310,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
348,NC_22356.1_1509415_1510329,HIFGL_RS07260,UDP-3-O-acyl-N-acetylglucosamine deacetylase
349,NC_22356.1_1414715_1415584,HIFGL_RS06835,phosphoribosylaminoimidazolesuccinocarboxamide synthase
350,NC_22356.1_729784_730890,HIFGL_RS03575,lipid-A-disaccharide synthase
351,NC_22356.1_1588689_1589681,HIFGL_RS07635,tetraacyldisaccharide 4'-kinase
352,NC_22356.1_289027_290307,HIFGL_RS01435,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
353,NC_22356.1_1516296_1517333,HIFGL_RS07290,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
354,NC_22356.1_74898_75584,HIFGL_RS00355,uncharacterized gene
355,NC_22356.1_785170_786090,HIFGL_RS03835,ADP-glyceromanno-heptose 6-epimerase
356,NC_22356.1_1710358_1710984,HIFGL_RS08185,glutathione S-transferase family protein
357,NC_22356.1_440852_441625,HIFGL_RS02130,endolytic transglycosylase MltG
358,NC_22356.1_1583824_1585002,HIFGL_RS07615,mannonate dehydratase
359,NC_22356.1_1611335_1612057,HIFGL_RS07720,phosphatase PAP2 family protein
360,NC_22356.1_1520037_1521074,HIFGL_RS07305,phospho-N-acetylmuramoyl-pentapeptide-transferase
361,NC_22356.1_307370_308023,HIFGL_RS01530,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
362,NC_22356.1_1287785_1288630,HIFGL_RS06205,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
363,NC_22356.1_1207573_1209432,HIFGL_RS05815,1-deoxy-D-xylulose-5-phosphate synthase
364,NC_22356.1_306888_307361,HIFGL_RS01525,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
365,NC_22356.1_1072619_1074034,HIFGL_RS05225,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE
366,NC_22356.1_1463320_1463895,HIFGL_RS07035,D-sedoheptulose 7-phosphate isomerase
367,NC_22356.1_1634585_1635136,HIFGL_RS07815,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
368,NC_22356.1_481125_482291,HIFGL_RS02415,1-deoxy-D-xylulose-5-phosphate reductoisomerase
369,NC_22356.1_737326_738690,HIFGL_RS03615,ammonia-forming nitrite reductase cytochrome c552 subunit
370,NC_22356.1_648294_649229,HIFGL_RS03175,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
371,NC_22356.1_548796_549512,HIFGL_RS02730,polyprenyl diphosphate synthase
372,NC_22356.1_83474_84439,HIFGL_RS00400,octaprenyl diphosphate synthase
373,NC_22356.1_453583_454215,HIFGL_RS02200,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
374,NC_22356.1_1300237_1301193,HIFGL_RS06265,5-(carboxyamino)imidazole ribonucleotide synthase
375,NC_22356.1_1299646_1300137,HIFGL_RS06260,5-(carboxyamino)imidazole ribonucleotide mutase
376,NC_22356.1_1739613_1741658,HIFGL_RS08340,iron ABC transporter permease
377,NC_22356.1_1450499_1451515,HIFGL_RS06970,type I glyceraldehyde-3-phosphate dehydrogenase
378,NC_22356.1_1738602_1739561,HIFGL_RS08335,ferric ABC transporter ATP-binding protein
379,NC_22356.1_779483_780967,HIFGL_RS03815,D-xylose ABC transporter ATP-binding protein
380,NC_22356.1_499721_501238,HIFGL_RS02495,galactose/methyl galactoside ABC transporter ATP-binding protein MglA
381,NC_22356.1_8460_10151,HIFGL_RS00045,heme/hemopexin-binding protein HxuB
382,NC_22356.1_1497976_1499619,HIFGL_RS07195,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
383,NC_22356.1_1754418_1755197,HIFGL_RS08410,metal ABC transporter substrate-binding protein
384,NC_22356.1_1189337_1191205,HIFGL_RS05715,ATP-dependent zinc metalloprotease FtsH
385,NC_22356.1_1833083_1835224,HIFGL_RS08850,heavy metal translocating P-type ATPase
386,NC_22356.1_1754424_1755239,HIFGL_RS08410,metal ABC transporter substrate-binding protein
387,NC_22356.1_1796966_1797640,HIFGL_RS08645,zinc ABC transporter ATP-binding protein ZnuC
388,NC_22356.1_1729312_1730388,HIFGL_RS08275,zinc ABC transporter substrate-binding protein ZnuA
389,NC_22356.1_1462456_1463184,HIFGL_RS07030,arginine ABC transporter ATP-binding protein ArtP
390,NC_22356.1_779465_780967,HIFGL_RS03815,D-xylose ABC transporter ATP-binding protein
391,NC_22356.1_1833080_1835221,HIFGL_RS08850,heavy metal translocating P-type ATPase
392,NC_22356.1_781030_781947,HIFGL_RS03820,D-xylose ABC transporter substrate-binding protein
393,NC_22356.1_1002628_1003305,HIFGL_RS04855,molybdenum ABC transporter ATP-binding protein ModC
394,NC_22356.1_1305221_1305901,HIFGL_RS06295,DUF4198 domain-containing protein
395,NC_22356.1_1466138_1467739,HIFGL_RS07055,ABC transporter permease subunit
396,NC_22356.1_122395_123336,HIFGL_RS00590,ABC transporter substrate-binding protein
397,NC_22356.1_651132_652529,HIFGL_RS03190,thiamine/thiamine pyrophosphate ABC transporter permease
398,NC_22356.1_779474_781003,HIFGL_RS03815,D-xylose ABC transporter ATP-binding protein
399,NC_22356.1_1367146_1368504,HIFGL_RS09485,uncharacterized gene
400,NC_22356.1_1477785_1479302,HIFGL_RS07100,iron ABC transporter permease
401,NC_22356.1_1589715_1591292,HIFGL_RS07640,lipid A ABC transporter ATP-binding protein/permease MsbA
402,NC_22356.1_934196_935389,HIFGL_RS04590,NCS2 family protein
403,NC_22356.1_1737121_1738446,HIFGL_RS08330,NCS2 family permease
404,NC_22356.1_1052784_1054001,HIFGL_RS05140,serine/threonine transporter SstT
405,NC_22356.1_823299_824492,HIFGL_RS04035,anaerobic C4-dicarboxylate transporter
406,NC_22356.1_889353_890114,HIFGL_RS04380,threonine/serine exporter ThrE family protein
407,NC_22356.1_775455_776861,HIFGL_RS03800,Na+/H+ antiporter NhaC
408,NC_22356.1_1579383_1580627,HIFGL_RS07600,TRAP transporter large permease
409,NC_22356.1_594331_595890,HIFGL_RS02950,murein biosynthesis integral membrane protein MurJ
410,NC_22356.1_367759_368790,HIFGL_RS01805,anaerobic C4-dicarboxylate transporter
411,NC_22356.1_412750_414096,HIFGL_RS02000,glycerol-3-phosphate transporter
412,NC_22356.1_126261_127580,HIFGL_RS00615,MFS transporter
413,NC_22356.1_1291789_1293159,HIFGL_RS06225,sodium-coupled multidrug efflux MATE transporter HmrM
414,NC_22356.1_1546476_1547882,HIFGL_RS07430,anion permease
415,NC_22356.1_164135_165622,HIFGL_RS00790,sodium-dependent transporter
416,NC_22356.1_85319_86662,HIFGL_RS00410,sodium:alanine symporter family protein
417,NC_22356.1_866778_868124,HIFGL_RS04270,sodium:alanine symporter family protein
418,NC_22356.1_823296_824504,HIFGL_RS04035,anaerobic C4-dicarboxylate transporter
419,NC_22356.1_1226322_1227818,HIFGL_RS05930,sodium/proline symporter PutP
420,NC_22356.1_1396200_1398173,HIFGL_RS06745,BCCT family transporter
421,NC_22356.1_1401278_1401724,HIFGL_RS06770,PTS glucose transporter subunit IIA
422,NC_22356.1_1335960_1338179,HIFGL_RS06465,class 1a ribonucleoside-diphosphate reductase subunit alpha
423,NC_22356.1_1338364_1339491,HIFGL_RS06470,class Ia ribonucleoside-diphosphate reductase subunit beta
424,NC_22356.1_1674853_1676139,HIFGL_RS08015,branched-chain amino acid transport system II carrier protein
425,NC_22356.1_1495123_1496067,HIFGL_RS07185,thioredoxin-disulfide reductase
426,NC_22356.1_1759565_1760665,HIFGL_RS08435,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
427,NC_22356.1_1651440_1652789,HIFGL_RS07900,DASS family sodium-coupled anion symporter
428,NC_22356.1_1066078_1067202,HIFGL_RS05205,sodium/glutamate symporter
429,NC_22356.1_525264_526766,HIFGL_RS02620,DHA2 family efflux MFS transporter permease subunit
430,NC_22356.1_1805917_1807137,HIFGL_RS08685,Na+/H+ antiporter family protein
431,NC_22356.1_1835438_1836682,HIFGL_RS08855,HAAAP family serine/threonine permease
432,NC_22356.1_1838279_1839466,HIFGL_RS08865,tryptophan permease
433,NC_22356.1_142390_143580,HIFGL_RS00685,aromatic amino acid transporter
434,NC_22356.1_253611_254918,HIFGL_RS01275,putrescine-ornithine antiporter
435,NC_22356.1_247271_248719,HIFGL_RS01240,YfcC family protein
436,NC_22356.1_1267488_1268981,HIFGL_RS06110,Na+/H+ antiporter NhaC family protein
437,NC_22356.1_1217461_1218360,HIFGL_RS09300,lysine exporter LysO family protein
438,NC_22356.1_604630_606066,HIFGL_RS03010,sodium/pantothenate symporter
439,NC_22356.1_600378_601730,HIFGL_RS02990,acetyl-CoA carboxylase biotin carboxylase subunit
440,NC_22356.1_1430617_1431402,HIFGL_RS06880,SDR family oxidoreductase
441,NC_22356.1_1200106_1200636,HIFGL_RS05765,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
442,NC_22356.1_821773_822498,HIFGL_RS04025,3-oxoacyl-ACP reductase FabG
443,NC_22356.1_819294_820241,HIFGL_RS04015,beta-ketoacyl-ACP synthase III
444,NC_22356.1_1063439_1064650,HIFGL_RS05190,beta-ketoacyl-ACP synthase I
445,NC_22356.1_820818_821747,HIFGL_RS04020,ACP S-malonyltransferase
446,NC_22356.1_521160_524183,HIFGL_RS02610,efflux RND transporter permease subunit
447,NC_22356.1_1546470_1547858,HIFGL_RS07430,anion permease
448,NC_22356.1_1745475_1746566,HIFGL_RS08365,sugar transporter
449,NC_22356.1_1695581_1696885,HIFGL_RS08090,MDR family MFS transporter
450,NC_22356.1_410449_411231,HIFGL_RS01990,MIP/aquaporin family protein
451,NC_22356.1_790742_791704,HIFGL_RS03865,murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF
452,NC_22356.1_1476857_1477777,HIFGL_RS07095,heme ABC transporter ATP-binding protein FbpC
453,NC_22356.1_1738719_1739585,HIFGL_RS08335,ferric ABC transporter ATP-binding protein
454,NC_22356.1_797879_798628,HIFGL_RS03895,formate transporter FocA
455,NC_22356.1_449690_451339,HIFGL_RS02185,fructose-specific PTS transporter subunit EIIC
456,NC_22356.1_1401937_1403439,HIFGL_RS06775,phosphoenolpyruvate-protein phosphotransferase PtsI
457,NC_22356.1_509067_510629,HIFGL_RS02555,fumarate reductase (quinol) flavoprotein subunit
458,NC_22356.1_1092132_1093706,HIFGL_RS05325,solute:sodium symporter family transporter
459,NC_22356.1_412753_414096,HIFGL_RS02000,glycerol-3-phosphate transporter
460,NC_22356.1_883816_884538,HIFGL_RS04350,TSUP family transporter
461,NC_22356.1_229830_231203,HIFGL_RS01150,Trk system potassium transporter TrkA
462,NC_22356.1_52000_53538,HIFGL_RS00255,Na(+)/H(+) antiporter NhaB
463,NC_22356.1_184795_186156,HIFGL_RS00880,TrkH family potassium uptake protein
464,NC_22356.1_1673472_1674611,HIFGL_RS08010,Na+/H+ antiporter NhaA
465,NC_22356.1_537712_539334,HIFGL_RS02685,monovalent cation:proton antiporter-2 (CPA2) family protein
466,NC_22356.1_1745478_1746644,HIFGL_RS08365,sugar transporter
467,NC_22356.1_808579_809793,HIFGL_RS03955,NADH:ubiquinone reductase (Na(+)-transporting) subunit F
468,NC_22356.1_1464921_1465892,HIFGL_RS07045,peptide ABC transporter ATP-binding protein
469,NC_22356.1_1291801_1293159,HIFGL_RS06225,sodium-coupled multidrug efflux MATE transporter HmrM
470,NC_22356.1_521166_524243,HIFGL_RS02610,efflux RND transporter permease subunit
471,NC_22356.1_769660_770376,HIFGL_RS03775,sulfate transporter CysZ
472,NC_22356.1_1561770_1563368,HIFGL_RS07505,putative transporter
473,NC_22356.1_1838255_1839400,HIFGL_RS08865,tryptophan permease
474,NC_22356.1_164156_165652,HIFGL_RS00790,sodium-dependent transporter
475,NC_22356.1_460452_461783,HIFGL_RS02240,TIGR00366 family protein
476,NC_22356.1_414434_416020,HIFGL_RS02005,anaerobic glycerol-3-phosphate dehydrogenase subunit A
477,NC_22356.1_416070_417356,HIFGL_RS02010,glycerol-3-phosphate dehydrogenase subunit GlpB
478,NC_22356.1_417455_418651,HIFGL_RS02015,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC
479,NC_22356.1_864492_865298,HIFGL_RS04260,acyl-CoA thioesterase II
480,NC_22356.1_653363_654361,HIFGL_RS03200,biotin synthase BioB
481,NC_22356.1_547915_548775,HIFGL_RS02725,phosphatidate cytidylyltransferase
482,NC_22356.1_54448_55812,HIFGL_RS00265,CDP-diacylglycerol--serine O-phosphatidyltransferase
483,NC_22356.1_1735245_1735799,HIFGL_RS08305,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
484,NC_22356.1_1084567_1085055,HIFGL_RS05280,phosphatidylglycerophosphatase A
485,NC_22356.1_817361_818221,HIFGL_RS04000,archaetidylserine decarboxylase
486,NC_22356.1_1165085_1167493,HIFGL_RS05630,glycogen/starch/alpha-glucan phosphorylase
487,NC_22356.1_810430_811050,HIFGL_RS03965,NADH:ubiquinone reductase (Na(+)-transporting) subunit D
488,NC_22356.1_1377166_1377777,HIFGL_RS06640,electron transport complex subunit E
489,NC_22356.1_669819_672221,HIFGL_RS03275,DMSO/selenate family reductase complex A subunit
490,NC_22356.1_187350_188681,HIFGL_RS00895,NAD(P)/FAD-dependent oxidoreductase
491,NC_22356.1_112458_112811,HIFGL_RS00540,diacylglycerol kinase
492,NC_22356.1_166683_167396,HIFGL_RS00805,1-acylglycerol-3-phosphate O-acyltransferase
493,NC_22356.1_1289682_1290857,HIFGL_RS06215,tyrosine--tRNA ligase
494,NC_22356.1_488613_491234,HIFGL_RS02450,alanine--tRNA ligase
495,NC_22356.1_1262957_1264687,HIFGL_RS06095,arginine--tRNA ligase
496,NC_22356.1_1080979_1082379,HIFGL_RS05260,asparagine--tRNA ligase
497,NC_22356.1_862148_863524,HIFGL_RS04250,cysteine--tRNA ligase
498,NC_22356.1_1179728_1181359,HIFGL_RS05670,glutamine--tRNA ligase
499,NC_22356.1_556973_557878,HIFGL_RS02770,glycine--tRNA ligase subunit alpha
500,NC_22356.1_554219_556282,HIFGL_RS02755,glycine--tRNA ligase subunit beta
501,NC_22356.1_1760681_1761937,HIFGL_RS08440,histidine--tRNA ligase
502,NC_22356.1_590492_593305,HIFGL_RS02940,isoleucine--tRNA ligase
503,NC_22356.1_1154546_1156861,HIFGL_RS05580,hypothetical protein
504,NC_22356.1_549763_552342,HIFGL_RS02735,leucine--tRNA ligase
505,NC_22356.1_988614_990659,HIFGL_RS04785,methionine--tRNA ligase
506,NC_22356.1_1087694_1088680,HIFGL_RS05305,phenylalanine--tRNA ligase subunit alpha
507,NC_22356.1_1088717_1091101,HIFGL_RS05310,phenylalanine--tRNA ligase subunit beta
508,NC_22356.1_171393_173087,HIFGL_RS00820,proline--tRNA ligase
509,NC_22356.1_886756_888039,HIFGL_RS04365,serine--tRNA ligase
510,NC_22356.1_1120374_1122299,HIFGL_RS05440,threonine--tRNA ligase
511,NC_22356.1_269423_270418,HIFGL_RS01330,tryptophan--tRNA ligase
512,NC_22356.1_1153994_1156855,HIFGL_RS05575,valine--tRNA ligase
513,NC_22356.1_31864_32994,HIFGL_RS00140,tRNA guanosine(34) transglycosylase Tgt
514,NC_22356.1_1833053_1835215,HIFGL_RS08850,heavy metal translocating P-type ATPase
515,NC_22356.1_1451708_1453495,HIFGL_RS06975,long-chain fatty acid--CoA ligase
516,NC_22356.1_1784349_1784924,HIFGL_RS08575,aminoacyl-tRNA hydrolase
517,NC_22356.1_928000_928644,HIFGL_RS04550,(d)CMP kinase
518,NC_22356.1_1552191_1553159,HIFGL_RS07455,[citrate (pro-3S)-lyase] ligase
519,NC_22356.1_542419_543453,HIFGL_RS02705,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
520,NC_22356.1_730957_731742,HIFGL_RS03580,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
521,NC_22356.1_1811063_1812826,HIFGL_RS08720,aspartate--tRNA ligase
522,NC_22356.1_1851727_1853160,HIFGL_RS08940,glutamate--tRNA ligase
523,NC_22356.1_188776_191121,HIFGL_RS00900,glycerol-3-phosphate 1-O-acyltransferase PlsB
524,NC_22356.1_4609_5187,HIFGL_RS00030,glycerol-3-phosphate 1-O-acyltransferase PlsY
525,NC_22356.1_1554601_1555209,HIFGL_RS07465,lipoyl(octanoyl) transferase LipB
526,NC_22356.1_1406065_1407027,HIFGL_RS06800,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
527,NC_22356.1_430743_431624,HIFGL_RS02065,N-acetylmuramic acid 6-phosphate etherase
528,NC_22356.1_791755_792696,HIFGL_RS03870,ABC transporter ATP-binding protein
529,NC_22356.1_1170665_1172593,HIFGL_RS05645,glycogen debranching protein GlgX
530,NC_22356.1_1175008_1176831,HIFGL_RS05655,4-alpha-glucanotransferase
531,NC_22356.1_1059384_1060259,HIFGL_RS05175,DMT family transporter
532,NC_22356.1_954135_955322,HIFGL_RS04660,Bcr/CflA family multidrug efflux MFS transporter
533,NC_22356.1_1561770_1563200,HIFGL_RS07505,putative transporter
534,NC_22356.1_745284_746801,HIFGL_RS03640,cytochrome ubiquinol oxidase subunit I
535,NC_22356.1_350324_351211,HIFGL_RS01715,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
536,NC_22356.1_1160551_1161156,HIFGL_RS05605,chalcone isomerase family protein
537,NC_22356.1_1162088_1163104,HIFGL_RS05615,quinone-dependent dihydroorotate dehydrogenase
538,NC_22356.1_509067_510719,HIFGL_RS02555,fumarate reductase (quinol) flavoprotein subunit
539,NC_22356.1_1172764_1174956,HIFGL_RS05650,"1,4-alpha-glucan branching protein GlgB"
540,NC_22356.1_1167776_1169203,HIFGL_RS05635,glycogen synthase GlgA
541,NC_22356.1_914316_915815,HIFGL_RS04500,lysine--tRNA ligase
542,NC_22356.1_39232_41829,HIFGL_RS00185,penicillin-binding protein 1A
543,NC_22356.1_1558878_1560722,HIFGL_RS07490,penicillin-binding protein 2
544,NC_22356.1_1524015_1525637,HIFGL_RS07320,penicillin-binding transpeptidase domain-containing protein
545,NC_22356.1_1412699_1414393,HIFGL_RS06830,penicillin-binding protein 1B
546,NC_22356.1_658614_659558,HIFGL_RS03220,magnesium/cobalt transporter CorA
547,NC_22356.1_1824335_1825192,HIFGL_RS08795,CNNM family magnesium/cobalt transport protein CorC
548,NC_22356.1_382725_384080,HIFGL_RS01880,L-seryl-tRNA(Sec) selenium transferase
549,NC_22356.1_1112773_1114305,HIFGL_RS05415,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
550,NC_22356.1_1547887_1549248,HIFGL_RS07435,triphosphoribosyl-dephospho-CoA synthase CitG
551,NC_22356.1_521163_524201,HIFGL_RS02610,efflux RND transporter permease subunit
552,NC_22356.1_525255_526769,HIFGL_RS02620,DHA2 family efflux MFS transporter permease subunit
553,NC_22356.1_939143_940528,HIFGL_RS04610,dihydrolipoyl dehydrogenase
554,NC_22356.1_1842246_1843898,HIFGL_RS08880,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
555,NC_22356.1_1844014_1844754,HIFGL_RS08885,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
556,NC_22356.1_357998_358414,HIFGL_RS01755,D-ribose pyranase
557,NC_22356.1_829464_831311,HIFGL_RS04065,sialic acid TRAP transporter substrate-binding protein SiaT
558,NC_22356.1_1750377_1751486,HIFGL_RS08390,porin
559,NC_22356.1_52018_53538,HIFGL_RS00255,Na(+)/H(+) antiporter NhaB
560,NC_22356.1_1267473_1268972,HIFGL_RS06110,Na+/H+ antiporter NhaC family protein
561,NC_22356.1_866847_868145,HIFGL_RS04270,sodium:alanine symporter family protein
562,NC_22356.1_1066081_1067250,HIFGL_RS05205,sodium/glutamate symporter
563,NC_22356.1_1061282_1063279,HIFGL_RS05185,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
564,NC_22356.1_1107291_1108022,HIFGL_RS05390,SDR family oxidoreductase
565,NC_22356.1_276325_278661,HIFGL_RS01380,trimethylamine-N-oxide reductase TorA
566,NC_22356.1_669191_669808,HIFGL_RS03270,DMSO/selenate family reductase complex B subunit
567,NC_22356.1_668350_669186,HIFGL_RS03265,dimethyl sulfoxide reductase anchor subunit family protein
568,NC_22356.1_1241827_1243020,HIFGL_RS06000,cysteine desulfurase
569,NC_22356.1_1647935_1648570,HIFGL_RS07875,L-fuculose-phosphate aldolase
570,NC_22356.1_1608841_1610961,HIFGL_RS07715,anaerobic ribonucleoside-triphosphate reductase
571,NC_22356.1_144249_145625,HIFGL_RS00695,F0F1 ATP synthase subunit beta
