,Joined,Locus tag,Name
289,NZ_CP007470.1_870948_871967,NTHI477_RS04125,"dTDP-glucose 4,6-dehydratase"
290,NZ_CP007470.1_615530_616840,NTHI477_RS02955,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
291,NZ_CP007470.1_619421_620881,NTHI477_RS02970,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
292,NZ_CP007470.1_1747061_1747981,NTHI477_RS08550,type I pantothenate kinase
293,NZ_CP007470.1_1606703_1607785,NTHI477_RS07860,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB
294,NZ_CP007470.1_1769266_1769733,NTHI477_RS08690,pantetheine-phosphate adenylyltransferase
295,NZ_CP007470.1_184379_185203,NTHI477_RS00890,dihydropteroate synthase
296,NZ_CP007470.1_1281938_1282999,NTHI477_RS06145,3-dehydroquinate synthase
297,NZ_CP007470.1_768768_769214,NTHI477_RS09365,type II 3-dehydroquinate dehydratase
298,NZ_CP007470.1_200106_200831,NTHI477_RS00990,dethiobiotin synthase
299,NZ_CP007470.1_114989_115603,NTHI477_RS00535,dethiobiotin synthase
300,NZ_CP007470.1_1361591_1362589,NTHI477_RS06470,UDP-N-acetylmuramate dehydrogenase
301,NZ_CP007470.1_611703_613097,NTHI477_RS02940,UDP-N-acetylmuramate--L-alanine ligase
302,NZ_CP007470.1_112422_113549,NTHI477_RS00520,8-amino-7-oxononanoate synthase
303,NZ_CP007470.1_1550262_1550939,NTHI477_RS07585,thiamine phosphate synthase
304,NZ_CP007470.1_111133_112392,NTHI477_RS00515,adenosylmethionine--8-amino-7-oxononanoate transaminase
305,NZ_CP007470.1_1029891_1031312,NTHI477_RS04930,L-fuculokinase
306,NZ_CP007470.1_1605536_1606573,NTHI477_RS07855,histidinol-phosphate transaminase
307,NZ_CP007470.1_582283_583350,NTHI477_RS02800,histidinol-phosphate transaminase
308,NZ_CP007470.1_108058_108906,NTHI477_RS00500,3-deoxy-8-phosphooctulonate synthase
309,NZ_CP007470.1_783533_784702,NTHI477_RS03715,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
310,NZ_CP007470.1_414294_415532,NTHI477_RS02010,glutamate-5-semialdehyde dehydrogenase
311,NZ_CP007470.1_473967_474506,NTHI477_RS02255,HAD family hydrolase
312,NZ_CP007470.1_1119211_1119966,NTHI477_RS05370,3-deoxy-manno-octulosonate cytidylyltransferase
313,NZ_CP007470.1_890631_892217,NTHI477_RS04205,ABC transporter substrate-binding protein
314,NZ_CP007470.1_522318_523883,NTHI477_RS02500,ABC transporter substrate-binding protein
315,NZ_CP007470.1_792371_793471,NTHI477_RS03765,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
316,NZ_CP007470.1_1549517_1550245,NTHI477_RS07580,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
317,NZ_CP007470.1_1127590_1128069,NTHI477_RS05400,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
318,NZ_CP007470.1_1358795_1359148,NTHI477_RS06455,dihydroneopterin aldolase
319,NZ_CP007470.1_253198_254583,NTHI477_RS01330,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
320,NZ_CP007470.1_1275052_1276083,NTHI477_RS06105,"selenide, water dikinase SelD"
321,NZ_CP007470.1_751485_752879,NTHI477_RS03545,3-isopropylmalate dehydratase large subunit
322,NZ_CP007470.1_750849_751445,NTHI477_RS03540,3-isopropylmalate dehydratase small subunit
323,NZ_CP007470.1_751479_752873,NTHI477_RS03545,3-isopropylmalate dehydratase large subunit
324,NZ_CP007470.1_1266340_1267680,NTHI477_RS06075,o-succinylbenzoate--CoA ligase
325,NZ_CP007470.1_769311_770252,NTHI477_RS03635,o-succinylbenzoate synthase
326,NZ_CP007470.1_1610008_1610625,NTHI477_RS07880,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
327,NZ_CP007470.1_1394893_1395408,NTHI477_RS06665,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
328,NZ_CP007470.1_856123_857409,NTHI477_RS04055,phosphoribosylamine--glycine ligase
329,NZ_CP007470.1_770433_771287,NTHI477_RS03640,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
330,NZ_CP007470.1_581087_582163,NTHI477_RS02795,3-phosphoserine/phosphohydroxythreonine transaminase
331,NZ_CP007470.1_148705_149514,NTHI477_RS00700,4-hydroxy-tetrahydrodipicolinate reductase
332,NZ_CP007470.1_215401_216429,NTHI477_RS01085,phosphoribosylformylglycinamidine cyclo-ligase
333,NZ_CP007470.1_216493_217116,NTHI477_RS01090,phosphoribosylglycinamide formyltransferase
334,NZ_CP007470.1_515678_516499,NTHI477_RS02480,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
335,NZ_CP007470.1_38032_40290,NTHI477_RS00185,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
336,NZ_CP007470.1_1548658_1549440,NTHI477_RS07575,hydroxyethylthiazole kinase
337,NZ_CP007470.1_145607_146068,NTHI477_RS00675,"6,7-dimethyl-8-ribityllumazine synthase"
338,NZ_CP007470.1_973951_977841,NTHI477_RS04720,phosphoribosylformylglycinamidine synthase
339,NZ_CP007470.1_999337_1000047,NTHI477_RS04800,"UDP-2,3-diacylglucosamine diphosphatase"
340,NZ_CP007470.1_1609220_1609987,NTHI477_RS07875,imidazole glycerol phosphate synthase subunit HisF
341,NZ_CP007470.1_618058_619401,NTHI477_RS02965,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
342,NZ_CP007470.1_606334_607248,NTHI477_RS02915,UDP-3-O-acyl-N-acetylglucosamine deacetylase
343,NZ_CP007470.1_15082_15951,NTHI477_RS00075,phosphoribosylaminoimidazolesuccinocarboxamide synthase
344,NZ_CP007470.1_690104_691210,NTHI477_RS03310,lipid-A-disaccharide synthase
345,NZ_CP007470.1_1608501_1609235,NTHI477_RS07870,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
346,NZ_CP007470.1_1120040_1121035,NTHI477_RS05375,tetraacyldisaccharide 4'-kinase
347,NZ_CP007470.1_1769733_1771013,NTHI477_RS08695,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
348,NZ_CP007470.1_613256_614308,NTHI477_RS02945,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
349,NZ_CP007470.1_1439742_1440440,NTHI477_RS06915,"alpha-2,3-sialyltransferase"
350,NZ_CP007470.1_873908_874594,NTHI477_RS04135,"alpha-2,3-sialyltransferase"
351,NZ_CP007470.1_638815_639735,NTHI477_RS03055,ADP-glyceromanno-heptose 6-epimerase
352,NZ_CP007470.1_1182165_1182788,NTHI477_RS05630,glutathione S-transferase family protein
353,NZ_CP007470.1_1590515_1591288,NTHI477_RS07785,endolytic transglycosylase MltG
354,NZ_CP007470.1_1115323_1116501,NTHI477_RS05355,mannonate dehydratase
355,NZ_CP007470.1_1284972_1285694,NTHI477_RS06155,phosphatase PAP2 family protein
356,NZ_CP007470.1_616997_618034,NTHI477_RS02960,phospho-N-acetylmuramoyl-pentapeptide-transferase
357,NZ_CP007470.1_1787949_1788602,NTHI477_RS08785,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
358,NZ_CP007470.1_493452_494285,NTHI477_RS02330,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
359,NZ_CP007470.1_204427_206286,NTHI477_RS01020,1-deoxy-D-xylulose-5-phosphate synthase
360,NZ_CP007470.1_1787467_1787940,NTHI477_RS08780,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
361,NZ_CP007470.1_139655_141082,NTHI477_RS00645,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE
362,NZ_CP007470.1_571646_572221,NTHI477_RS02730,D-sedoheptulose 7-phosphate isomerase
363,NZ_CP007470.1_1018455_1019006,NTHI477_RS04880,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
364,NZ_CP007470.1_934725_935891,NTHI477_RS04430,1-deoxy-D-xylulose-5-phosphate reductoisomerase
365,NZ_CP007470.1_682304_683668,NTHI477_RS03270,ammonia-forming nitrite reductase cytochrome c552 subunit
366,NZ_CP007470.1_725509_726444,NTHI477_RS03460,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
367,NZ_CP007470.1_820326_821042,NTHI477_RS03895,polyprenyl diphosphate synthase
368,NZ_CP007470.1_865069_866034,NTHI477_RS04090,octaprenyl diphosphate synthase
369,NZ_CP007470.1_963383_964015,NTHI477_RS04650,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
370,NZ_CP007470.1_503575_504531,NTHI477_RS02380,5-(carboxyamino)imidazole ribonucleotide synthase
371,NZ_CP007470.1_502984_503475,NTHI477_RS02375,5-(carboxyamino)imidazole ribonucleotide mutase
372,NZ_CP007470.1_1059718_1060734,NTHI477_RS05075,type I glyceraldehyde-3-phosphate dehydrogenase
373,NZ_CP007470.1_915794_917311,NTHI477_RS04350,galactose/methyl galactoside ABC transporter ATP-binding protein MglA
374,NZ_CP007470.1_1630811_1632289,NTHI477_RS08005,ribose ABC transporter ATP-binding protein RbsA
375,NZ_CP007470.1_1354237_1355931,NTHI477_RS06445,ShlB/FhaC/HecB family hemolysin secretion/activation protein
376,NZ_CP007470.1_1121111_1122877,NTHI477_RS05380,lipid A ABC transporter ATP-binding protein/permease MsbA
377,NZ_CP007470.1_594893_596536,NTHI477_RS02850,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
378,NZ_CP007470.1_1446874_1447653,NTHI477_RS06955,metal ABC transporter substrate-binding protein
379,NZ_CP007470.1_182360_184228,NTHI477_RS00885,ATP-dependent zinc metalloprotease FtsH
380,NZ_CP007470.1_1385461_1387602,NTHI477_RS06605,heavy metal translocating P-type ATPase
381,NZ_CP007470.1_1446880_1447695,NTHI477_RS06955,metal ABC transporter substrate-binding protein
382,NZ_CP007470.1_1196755_1197753,NTHI477_RS05705,zinc ABC transporter substrate-binding protein ZnuA
383,NZ_CP007470.1_1539839_1540513,NTHI477_RS07540,zinc ABC transporter ATP-binding protein ZnuC
384,NZ_CP007470.1_573142_574461,NTHI477_RS02745,arginine ABC transporter permease ArtQ
385,NZ_CP007470.1_572357_573085,NTHI477_RS02735,arginine ABC transporter ATP-binding protein ArtP
386,NZ_CP007470.1_1626106_1627095,NTHI477_RS07985,extracellular solute-binding protein
387,NZ_CP007470.1_1385464_1387605,NTHI477_RS06605,heavy metal translocating P-type ATPase
388,NZ_CP007470.1_49697_50374,NTHI477_RS00240,molybdenum ABC transporter ATP-binding protein ModC
389,NZ_CP007470.1_508457_509137,NTHI477_RS02410,DUF4198 domain-containing protein
390,NZ_CP007470.1_567802_569403,NTHI477_RS02715,dipeptide ABC transporter ATP-binding protein
391,NZ_CP007470.1_1442590_1443531,NTHI477_RS06930,ABC transporter substrate-binding protein
392,NZ_CP007470.1_722208_723605,NTHI477_RS03445,thiamine/thiamine pyrophosphate ABC transporter permease
393,NZ_CP007470.1_1630772_1632289,NTHI477_RS08005,ribose ABC transporter ATP-binding protein RbsA
394,NZ_CP007470.1_906294_907943,NTHI477_RS04290,fumarate reductase (quinol) flavoprotein subunit
395,NZ_CP007470.1_56192_57559,NTHI477_RS00270,electron transport complex subunit RsxC
396,NZ_CP007470.1_1159470_1160987,NTHI477_RS05550,iron ABC transporter permease
397,NZ_CP007470.1_430949_432118,NTHI477_RS02065,NCS2 family protein
398,NZ_CP007470.1_1204077_1205402,NTHI477_RS05755,NCS2 family permease
399,NZ_CP007470.1_119746_120978,NTHI477_RS00560,serine/threonine transporter SstT
400,NZ_CP007470.1_1228590_1229783,NTHI477_RS05875,anaerobic C4-dicarboxylate transporter
401,NZ_CP007470.1_1110536_1111753,NTHI477_RS05330,TRAP transporter large permease
402,NZ_CP007470.1_644057_645451,NTHI477_RS03075,Na+/H+ antiporter NhaC
403,NZ_CP007470.1_772601_774160,NTHI477_RS03660,murein biosynthesis integral membrane protein MurJ
404,NZ_CP007470.1_985162_986193,NTHI477_RS04750,anaerobic C4-dicarboxylate transporter
405,NZ_CP007470.1_1802412_1803758,NTHI477_RS08860,glycerol-3-phosphate transporter
406,NZ_CP007470.1_1550887_1552227,NTHI477_RS07590,MFS transporter
407,NZ_CP007470.1_497456_498826,NTHI477_RS02350,sodium-coupled multidrug efflux MATE transporter HmrM
408,NZ_CP007470.1_1080997_1082403,NTHI477_RS05175,anion permease
409,NZ_CP007470.1_997584_999071,NTHI477_RS04790,sodium-dependent transporter
410,NZ_CP007470.1_862846_864189,NTHI477_RS04080,sodium:alanine symporter family protein
411,NZ_CP007470.1_1256190_1257461,NTHI477_RS06015,sodium:alanine symporter family protein
412,NZ_CP007470.1_1228578_1229786,NTHI477_RS05875,anaerobic C4-dicarboxylate transporter
413,NZ_CP007470.1_312785_314281,NTHI477_RS01540,sodium/proline symporter PutP
414,NZ_CP007470.1_32058_34031,NTHI477_RS00165,BCCT family transporter
415,NZ_CP007470.1_28345_28791,NTHI477_RS00140,PTS glucose transporter subunit IIA
416,NZ_CP007470.1_450144_452363,NTHI477_RS02165,class 1a ribonucleoside-diphosphate reductase subunit alpha
417,NZ_CP007470.1_452548_453675,NTHI477_RS02170,class Ia ribonucleoside-diphosphate reductase subunit beta
418,NZ_CP007470.1_1315784_1317070,NTHI477_RS06270,branched-chain amino acid transport system II carrier protein
419,NZ_CP007470.1_592040_592984,NTHI477_RS02840,thioredoxin-disulfide reductase
420,NZ_CP007470.1_1452524_1453624,NTHI477_RS06985,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
421,NZ_CP007470.1_1035293_1036642,NTHI477_RS04965,DASS family sodium-coupled anion symporter
422,NZ_CP007470.1_133115_134239,NTHI477_RS00625,sodium/glutamate symporter
423,NZ_CP007470.1_843070_844572,NTHI477_RS04005,DHA2 family efflux MFS transporter permease subunit
424,NZ_CP007470.1_1413960_1415180,NTHI477_RS06780,Na+/H+ antiporter family protein
425,NZ_CP007470.1_1384003_1385247,NTHI477_RS06600,HAAAP family serine/threonine permease
426,NZ_CP007470.1_1381231_1382424,NTHI477_RS06590,tryptophan permease
427,NZ_CP007470.1_1610928_1612118,NTHI477_RS07885,aromatic amino acid transporter
428,NZ_CP007470.1_1724964_1726412,NTHI477_RS08435,YfcC family protein
429,NZ_CP007470.1_83423_84916,NTHI477_RS00360,Na+/H+ antiporter NhaC family protein
430,NZ_CP007470.1_195576_196475,NTHI477_RS09405,lysine exporter LysO family protein
431,NZ_CP007470.1_764728_766164,NTHI477_RS03610,sodium/pantothenate symporter
432,NZ_CP007470.1_766656_768008,NTHI477_RS03620,acetyl-CoA carboxylase biotin carboxylase subunit
433,NZ_CP007470.1_6857_7642,NTHI477_RS00040,SDR family oxidoreductase
434,NZ_CP007470.1_176289_176819,NTHI477_RS00835,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
435,NZ_CP007470.1_1230585_1231310,NTHI477_RS05885,3-oxoacyl-ACP reductase FabG
436,NZ_CP007470.1_1232768_1233715,NTHI477_RS05895,beta-ketoacyl-ACP synthase III
437,NZ_CP007470.1_130471_131682,NTHI477_RS00610,beta-ketoacyl-ACP synthase I
438,NZ_CP007470.1_1231336_1232265,NTHI477_RS05890,ACP S-malonyltransferase
439,NZ_CP007470.1_845653_848676,NTHI477_RS04015,efflux RND transporter permease subunit
440,NZ_CP007470.1_1080991_1082379,NTHI477_RS05175,anion permease
441,NZ_CP007470.1_1208065_1209231,NTHI477_RS05775,sugar transporter
442,NZ_CP007470.1_892502_893806,NTHI477_RS04210,MDR family MFS transporter
443,NZ_CP007470.1_1805410_1806060,NTHI477_RS08870,uncharacterized gene
444,NZ_CP007470.1_569649_570620,NTHI477_RS02720,peptide ABC transporter ATP-binding protein
445,NZ_CP007470.1_1161001_1161840,NTHI477_RS05555,heme ABC transporter ATP-binding protein FbpC
446,NZ_CP007470.1_1253663_1254412,NTHI477_RS06005,formate transporter FocA
447,NZ_CP007470.1_1578161_1579810,NTHI477_RS07725,fructose-specific PTS transporter subunit EIIC
448,NZ_CP007470.1_26192_28219,NTHI477_RS00135,phosphoenolpyruvate-protein phosphotransferase PtsI
449,NZ_CP007470.1_906384_907946,NTHI477_RS04290,fumarate reductase (quinol) flavoprotein subunit
450,NZ_CP007470.1_1802412_1803755,NTHI477_RS08860,glycerol-3-phosphate transporter
451,NZ_CP007470.1_1256121_1257467,NTHI477_RS06015,sodium:alanine symporter family protein
452,NZ_CP007470.1_1273206_1273928,NTHI477_RS06095,TSUP family transporter
453,NZ_CP007470.1_1742469_1743842,NTHI477_RS08520,Trk system potassium transporter TrkA
454,NZ_CP007470.1_1559407_1560945,NTHI477_RS07625,Na(+)/H(+) antiporter NhaB
455,NZ_CP007470.1_1841166_1842527,NTHI477_RS09035,TrkH family potassium uptake protein
456,NZ_CP007470.1_1314403_1315542,NTHI477_RS06265,Na+/H+ antiporter NhaA
457,NZ_CP007470.1_830511_832133,NTHI477_RS03940,monovalent cation:proton antiporter-2 (CPA2) family protein
458,NZ_CP007470.1_1243201_1244415,NTHI477_RS05955,NADH:ubiquinone reductase (Na(+)-transporting) subunit F
459,NZ_CP007470.1_497468_498826,NTHI477_RS02350,sodium-coupled multidrug efflux MATE transporter HmrM
460,NZ_CP007470.1_845593_848670,NTHI477_RS04015,efflux RND transporter permease subunit
461,NZ_CP007470.1_650543_651259,NTHI477_RS03100,sulfate transporter CysZ
462,NZ_CP007470.1_1096123_1097721,NTHI477_RS05250,putative transporter
463,NZ_CP007470.1_1381303_1382448,NTHI477_RS06590,tryptophan permease
464,NZ_CP007470.1_997605_999101,NTHI477_RS04790,sodium-dependent transporter
465,NZ_CP007470.1_955910_957241,NTHI477_RS04610,TIGR00366 family protein
466,NZ_CP007470.1_1800488_1802074,NTHI477_RS08855,anaerobic glycerol-3-phosphate dehydrogenase subunit A
467,NZ_CP007470.1_1799152_1800438,NTHI477_RS08850,glycerol-3-phosphate dehydrogenase subunit GlpB
468,NZ_CP007470.1_1797857_1799053,NTHI477_RS08845,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC
469,NZ_CP007470.1_1142528_1143334,NTHI477_RS05460,acyl-CoA thioesterase II
470,NZ_CP007470.1_720376_721374,NTHI477_RS03435,biotin synthase BioB
471,NZ_CP007470.1_1662636_1663643,NTHI477_RS08135,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
472,NZ_CP007470.1_821063_821923,NTHI477_RS03900,phosphatidate cytidylyltransferase
473,NZ_CP007470.1_1557132_1558496,NTHI477_RS07615,CDP-diacylglycerol--serine O-phosphatidyltransferase
474,NZ_CP007470.1_1202204_1202758,NTHI477_RS05730,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
475,NZ_CP007470.1_147568_148056,NTHI477_RS00690,phosphatidylglycerophosphatase A
476,NZ_CP007470.1_1234789_1235634,NTHI477_RS05910,archaetidylserine decarboxylase
477,NZ_CP007470.1_296451_298859,NTHI477_RS01495,glycogen/starch/alpha-glucan phosphorylase
478,NZ_CP007470.1_1241944_1242564,NTHI477_RS05945,NADH:ubiquinone reductase (Na(+)-transporting) subunit D
479,NZ_CP007470.1_53035_53646,NTHI477_RS00255,electron transport complex subunit E
480,NZ_CP007470.1_702479_704881,NTHI477_RS03360,molybdopterin-dependent oxidoreductase
481,NZ_CP007470.1_983564_984895,NTHI477_RS04745,NAD(P)/FAD-dependent oxidoreductase
482,NZ_CP007470.1_1423983_1424336,NTHI477_RS06830,diacylglycerol kinase
483,NZ_CP007470.1_1000133_1000846,NTHI477_RS04805,1-acylglycerol-3-phosphate O-acyltransferase
484,NZ_CP007470.1_495349_496524,NTHI477_RS02340,tyrosine--tRNA ligase
485,NZ_CP007470.1_925772_928393,NTHI477_RS04395,alanine--tRNA ligase
486,NZ_CP007470.1_87719_89449,NTHI477_RS00375,arginine--tRNA ligase
487,NZ_CP007470.1_143980_145380,NTHI477_RS00670,asparagine--tRNA ligase
488,NZ_CP007470.1_1143510_1144886,NTHI477_RS05465,cysteine--tRNA ligase
489,NZ_CP007470.1_308972_310618,NTHI477_RS01530,glutamine--tRNA ligase
490,NZ_CP007470.1_811235_812140,NTHI477_RS03850,glycine--tRNA ligase subunit alpha
491,NZ_CP007470.1_813458_815623,NTHI477_RS03870,glycine--tRNA ligase subunit beta
492,NZ_CP007470.1_1453640_1454863,NTHI477_RS06990,histidine--tRNA ligase
493,NZ_CP007470.1_775186_777999,NTHI477_RS03670,isoleucine--tRNA ligase
494,NZ_CP007470.1_249933_252257,NTHI477_RS01320,valine--tRNA ligase
495,NZ_CP007470.1_817498_820077,NTHI477_RS03890,leucine--tRNA ligase
496,NZ_CP007470.1_375707_377752,NTHI477_RS01860,methionine--tRNA ligase
497,NZ_CP007470.1_150695_151681,NTHI477_RS00715,phenylalanine--tRNA ligase subunit alpha
498,NZ_CP007470.1_151718_154102,NTHI477_RS00720,phenylalanine--tRNA ligase subunit beta
499,NZ_CP007470.1_1004849_1006543,NTHI477_RS04820,proline--tRNA ligase
500,NZ_CP007470.1_1180541_1181824,NTHI477_RS05625,serine--tRNA ligase
501,NZ_CP007470.1_286641_288566,NTHI477_RS01465,threonine--tRNA ligase
502,NZ_CP007470.1_1752221_1753216,NTHI477_RS08600,tryptophan--tRNA ligase
503,NZ_CP007470.1_249960_252821,NTHI477_RS01320,valine--tRNA ligase
504,NZ_CP007470.1_1331723_1332853,NTHI477_RS06350,tRNA guanosine(34) transglycosylase Tgt
505,NZ_CP007470.1_1385470_1387632,NTHI477_RS06605,heavy metal translocating P-type ATPase
506,NZ_CP007470.1_1060928_1062715,NTHI477_RS05080,long-chain fatty acid--CoA ligase
507,NZ_CP007470.1_1527212_1527787,NTHI477_RS07470,aminoacyl-tRNA hydrolase
508,NZ_CP007470.1_437698_438342,NTHI477_RS02105,(d)CMP kinase
509,NZ_CP007470.1_1086712_1087680,NTHI477_RS05200,[citrate (pro-3S)-lyase] ligase
510,NZ_CP007470.1_826400_827419,NTHI477_RS03920,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
511,NZ_CP007470.1_689252_690037,NTHI477_RS03305,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
512,NZ_CP007470.1_1408272_1410035,NTHI477_RS06745,aspartate--tRNA ligase
513,NZ_CP007470.1_1367537_1368970,NTHI477_RS06510,glutamate--tRNA ligase
514,NZ_CP007470.1_981124_983469,NTHI477_RS04740,glycerol-3-phosphate 1-O-acyltransferase PlsB
515,NZ_CP007470.1_1359231_1359809,NTHI477_RS06460,glycerol-3-phosphate 1-O-acyltransferase PlsY
516,NZ_CP007470.1_1088995_1089603,NTHI477_RS05210,lipoyl(octanoyl) transferase LipB
517,NZ_CP007470.1_22931_23893,NTHI477_RS00105,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
518,NZ_CP007470.1_632208_633149,NTHI477_RS03020,ABC transporter ATP-binding protein
519,NZ_CP007470.1_302151_303956,NTHI477_RS01510,glycogen debranching protein GlgX
520,NZ_CP007470.1_306320_308143,NTHI477_RS01520,4-alpha-glucanotransferase
521,NZ_CP007470.1_126356_127231,NTHI477_RS00595,choline transport protein LicB
522,NZ_CP007470.1_1096123_1097553,NTHI477_RS05250,putative transporter
523,NZ_CP007470.1_674209_675726,NTHI477_RS03245,cytochrome ubiquinol oxidase subunit I
524,NZ_CP007470.1_1637579_1638463,NTHI477_RS08040,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
525,NZ_CP007470.1_243988_244593,NTHI477_RS01280,chalcone isomerase family protein
526,NZ_CP007470.1_242043_243059,NTHI477_RS01270,quinone-dependent dihydroorotate dehydrogenase
527,NZ_CP007470.1_906294_907946,NTHI477_RS04290,fumarate reductase (quinol) flavoprotein subunit
528,NZ_CP007470.1_304088_306268,NTHI477_RS01515,"1,4-alpha-glucan branching protein GlgB"
529,NZ_CP007470.1_299142_300569,NTHI477_RS01500,glycogen synthase GlgA
530,NZ_CP007470.1_541312_542811,NTHI477_RS02575,lysine--tRNA ligase
531,NZ_CP007470.1_1570431_1573022,NTHI477_RS07690,penicillin-binding protein 1A
532,NZ_CP007470.1_1093232_1095076,NTHI477_RS05235,penicillin-binding protein 2
533,NZ_CP007470.1_620975_622597,NTHI477_RS02975,penicillin-binding transpeptidase domain-containing protein
534,NZ_CP007470.1_16301_17974,NTHI477_RS00080,penicillin-binding protein 1B
535,NZ_CP007470.1_715177_716121,NTHI477_RS03415,magnesium/cobalt transporter CorA
536,NZ_CP007470.1_1396057_1396914,NTHI477_RS06670,CNNM family magnesium/cobalt transport protein CorC
537,NZ_CP007470.1_1824913_1826268,NTHI477_RS08955,L-seryl-tRNA(Sec) selenium transferase
538,NZ_CP007470.1_294634_296166,NTHI477_RS01490,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
539,NZ_CP007470.1_1082408_1083769,NTHI477_RS05180,triphosphoribosyl-dephospho-CoA synthase CitG
540,NZ_CP007470.1_845635_848673,NTHI477_RS04015,efflux RND transporter permease subunit
541,NZ_CP007470.1_843082_844581,NTHI477_RS04005,DHA2 family efflux MFS transporter permease subunit
542,NZ_CP007470.1_425825_427210,NTHI477_RS02045,dihydrolipoyl dehydrogenase
543,NZ_CP007470.1_1376804_1378456,NTHI477_RS06570,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
544,NZ_CP007470.1_1375948_1376688,NTHI477_RS06565,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
545,NZ_CP007470.1_1630378_1630794,NTHI477_RS08000,D-ribose pyranase
546,NZ_CP007470.1_1221773_1223620,NTHI477_RS05845,sialic acid TRAP transporter substrate-binding protein SiaT
547,NZ_CP007470.1_1213062_1214150,NTHI477_RS05805,porin
548,NZ_CP007470.1_1559407_1560927,NTHI477_RS07625,Na(+)/H(+) antiporter NhaB
549,NZ_CP007470.1_83432_84931,NTHI477_RS00360,Na+/H+ antiporter NhaC family protein
550,NZ_CP007470.1_1256214_1257488,NTHI477_RS06015,sodium:alanine symporter family protein
551,NZ_CP007470.1_133118_134287,NTHI477_RS00625,sodium/glutamate symporter
552,NZ_CP007470.1_128313_130310,NTHI477_RS00605,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
553,NZ_CP007470.1_214469_215200,NTHI477_RS01080,SDR family oxidoreductase
554,NZ_CP007470.1_1759137_1761473,NTHI477_RS08650,trimethylamine-N-oxide reductase TorA
555,NZ_CP007470.1_704892_705254,NTHI477_RS03365,uncharacterized gene
556,NZ_CP007470.1_328208_329401,NTHI477_RS01610,cysteine desulfurase
557,NZ_CP007470.1_1031795_1032430,NTHI477_RS04940,L-fuculose-phosphate aldolase
558,NZ_CP007470.1_1140244_1142364,NTHI477_RS05455,anaerobic ribonucleoside-triphosphate reductase
559,NZ_CP007470.1_1612786_1614162,NTHI477_RS07895,F0F1 ATP synthase subunit beta
